"","state","county","tract","Total_2000","White_2000","Black_2000","Indian_2000","Other_Race_2000","Asian_or_Pacific_Islander_2000"
"566","04","013","422220",2207,1945,80,0,111,71
"567","04","013","422301",5804,3374,240,183,1983,24
"568","04","013","422302",5446,4365,165,70,775,71
"569","04","013","422304",1650,1400,127,0,85,38
"570","04","013","422305",5384,4524,96,16,470,278
"571","04","013","422307",4749,3860,164,50,473,202
"572","04","013","422308",5597,4457,73,0,674,393
"573","04","013","422309",4847,3868,126,76,370,407
"574","04","013","422401",3230,2428,149,70,521,62
"575","04","013","422402",5530,4711,26,103,570,120
"576","04","013","422403",5695,4860,93,37,452,253
"577","04","013","422404",4517,4025,93,28,257,114
"578","04","013","422501",6292,5516,164,55,511,46
"579","04","013","422502",5619,4855,123,101,486,54
"580","04","013","422503",6584,5204,164,169,931,116
"581","04","013","422504",5032,4308,148,21,374,181
"582","04","013","422506",5627,5009,61,17,367,173
"583","04","013","422507",4783,4300,60,60,224,139
"584","04","013","422508",3942,3490,103,0,321,28
"585","04","013","422509",5778,5076,164,29,367,142
"586","04","013","422510",3142,2802,0,0,203,137
"587","04","013","422511",2711,2381,36,0,145,149
"588","04","013","422512",5379,4636,82,79,399,183
"589","04","013","422513",4534,4098,79,3,332,22
"590","04","013","422514",3863,3415,129,17,262,40
"591","04","013","422601",4132,3543,52,119,359,59
"592","04","013","422602",5089,4515,96,52,311,115
"593","04","013","422603",5906,5547,42,48,269,0
"594","04","013","422604",5354,4842,19,22,458,13
"595","04","013","422605",5235,4614,39,0,495,87
"596","04","013","422606",3766,3326,88,0,235,117
"597","04","013","422607",4496,4363,0,20,87,26
"598","04","013","422608",10595,9717,89,27,515,247
"599","04","013","422609",3809,3401,72,3,244,89
"600","04","013","422610",3066,3019,0,0,36,11
"601","04","013","422611",9750,8522,112,67,990,59
"602","04","013","422612",5337,4809,90,0,337,101
"603","04","013","422614",5973,5324,118,155,350,26
"604","04","013","422615",2733,2391,4,0,202,136
"605","04","013","422616",2290,1941,48,0,265,36
"606","04","013","422617",6432,5676,156,33,387,180
"607","04","013","422618",3431,3412,0,0,0,19
"608","04","013","422619",4690,4022,215,0,419,34
"609","04","013","522703",1105,960,0,60,85,0
"610","04","013","522708",11126,10920,97,22,53,34
"611","04","013","522709",1604,1375,0,26,15,188
"612","04","013","522711",6963,5734,251,29,433,516
"613","04","013","522712",2258,1674,49,51,467,17
"614","04","013","522713",5969,4978,160,26,447,358
"615","04","013","522714",3741,2993,134,64,109,441
"616","04","013","522715",803,463,40,0,300,0
"617","04","013","522716",1382,1144,17,36,109,76
"618","04","013","522717",7827,6809,252,82,350,334
"619","04","013","522718",5841,4650,230,8,616,337
"620","04","013","522719",3548,2823,76,76,537,36
"621","04","013","522720",7017,6287,138,18,129,445
"622","04","013","522721",5051,3845,217,20,445,524
"623","04","013","522722",5377,4425,157,57,320,418
"624","04","013","522723",6083,5047,199,39,487,311
"625","04","013","522724",2899,2525,128,41,165,40
"626","04","013","522725",3371,2781,85,37,184,284
"627","04","013","522726",7073,5722,385,55,462,449
"628","04","013","522727",3153,2721,116,0,204,112
"629","04","013","522729",4401,3382,124,45,797,53
"630","04","013","522730",4814,3969,127,20,338,360
"631","04","013","522731",4984,4220,100,103,348,213
"632","04","013","522732",2265,1697,18,64,325,161
"633","04","013","522735",1922,1809,0,0,105,8
"634","04","013","522736",4729,3892,101,147,559,30
"635","04","013","522737",2791,2716,22,9,0,44
"636","04","013","522738",3019,2546,15,18,235,205
"637","04","013","522739",3901,3254,123,30,356,138
"638","04","013","522740",4437,3699,172,44,399,123
"639","04","013","522741",3832,3250,172,0,262,148
"640","04","013","522742",3065,2836,21,47,121,40
"641","04","013","522743",6017,5102,153,125,485,152
"642","04","013","522744",3266,2745,63,51,293,114
"643","04","013","522745",4816,4215,50,16,526,9
"644","04","013","522746",2675,2238,0,9,415,13
"645","04","013","522747",3531,2888,0,54,577,12
"646","04","013","522748",1803,1568,95,0,81,59
"647","04","013","522749",644,494,12,0,97,41
"648","04","013","522757",518,481,0,0,37,0
"649","04","013","522800",1079,722,40,101,216,0
"650","04","013","522901",3672,2931,141,24,420,156
"651","04","013","522902",9209,4653,409,49,3940,158
"652","04","013","523002",6611,4435,251,27,1841,57
"653","04","013","523003",6320,4664,201,51,1212,192
"654","04","013","523005",4911,4105,99,56,426,225
"655","04","013","523006",5981,4525,257,0,907,292
"656","04","013","523102",5595,3023,365,86,2009,112
"657","04","013","523103",6546,4835,279,163,930,339
"658","04","013","523104",6423,3215,200,104,2739,165
"659","04","013","723301",2911,2548,142,36,153,32
"660","04","013","723302",5417,3194,71,536,1592,24
"661","04","013","940700",176,0,0,176,0,0
"662","04","013","941000",2662,71,0,2502,73,16
"663","04","013","941100",34,0,0,0,34,0
