"","state","county","tract","Total_2010","White_2010","Black_2010","Indian_2010","Other_Race_2010","Asian_or_Pacific_Islander_2010"
"571","04","013","420110",4865,4455,54,38,259,59
"572","04","013","420111",3948,3314,37,47,497,53
"573","04","013","420112",3272,2850,77,40,244,61
"574","04","013","420113",3380,2681,212,65,373,49
"575","04","013","420114",3275,2695,52,56,411,61
"576","04","013","420115",2577,2184,29,18,292,54
"577","04","013","420116",2865,2590,29,39,172,35
"578","04","013","420202",5087,4426,122,46,418,75
"579","04","013","420206",3595,3343,55,38,129,30
"580","04","013","420207",2709,2512,31,24,97,45
"581","04","013","420208",5279,4412,129,80,561,97
"582","04","013","420209",3980,3640,85,16,174,65
"583","04","013","420210",5049,4416,130,44,402,57
"584","04","013","420211",4648,4146,82,48,264,108
"585","04","013","420212",2825,2616,28,29,118,34
"586","04","013","420213",1753,1725,5,5,14,4
"587","04","013","420214",3511,3018,88,27,310,68
"588","04","013","420215",1760,1443,39,30,225,23
"589","04","013","420216",3889,3504,71,41,201,72
"590","04","013","420301",2224,1916,35,35,142,96
"591","04","013","420302",4939,4534,53,30,199,123
"592","04","013","420303",4139,3495,49,45,432,118
"593","04","013","420304",1081,1006,4,7,26,38
"594","04","013","420401",4654,2846,160,338,1277,33
"595","04","013","420402",1625,1516,10,25,53,21
"596","04","013","420501",6278,4103,336,464,1250,125
"597","04","013","420503",3430,2205,191,236,735,63
"598","04","013","420504",3238,2704,78,75,326,55
"599","04","013","420602",4746,4067,102,43,467,67
"600","04","013","420603",3682,3298,74,56,196,58
"601","04","013","420604",4273,3868,34,63,260,48
"602","04","013","420704",4910,4327,108,66,337,72
"603","04","013","420705",3569,3172,42,28,150,177
"604","04","013","420706",4300,3716,84,77,334,89
"605","04","013","420707",2276,2055,87,37,72,25
"606","04","013","420708",3754,2994,214,59,450,37
"607","04","013","420709",2626,2200,59,36,300,31
"608","04","013","420710",2987,2387,96,36,423,45
"609","04","013","420800",4745,3547,96,63,971,68
"610","04","013","420901",3158,2211,177,126,600,44
"611","04","013","420902",3363,2622,96,54,551,40
"612","04","013","421001",3556,2597,182,145,590,42
"613","04","013","421002",2646,1846,267,99,389,45
"614","04","013","421101",3886,2497,145,343,827,74
"615","04","013","421102",5280,3721,325,290,892,52
"616","04","013","421201",4806,3604,234,183,568,217
"617","04","013","421202",3764,2761,145,135,653,70
"618","04","013","421302",5978,3613,236,238,1826,65
"619","04","013","421303",4773,3018,263,238,1128,126
"620","04","013","421304",2918,1496,308,334,615,165
"621","04","013","421400",2415,1751,123,100,394,47
"622","04","013","421501",3423,2112,73,67,1117,54
"623","04","013","421502",3390,2344,110,83,829,24
"624","04","013","421601",3326,2146,104,91,958,27
"625","04","013","421602",4174,2301,85,97,1644,47
"626","04","013","421701",4601,3152,301,143,906,99
"627","04","013","421702",3404,2472,96,89,728,19
"628","04","013","421801",2733,1821,94,72,698,48
"629","04","013","421802",4734,2927,122,100,1493,92
"630","04","013","421901",4001,2124,74,118,1647,38
"631","04","013","421902",5902,3342,116,142,2242,60
"632","04","013","422001",4126,1887,73,85,2052,29
"633","04","013","422002",3885,2043,115,139,1536,52
"634","04","013","422102",4354,2553,213,207,1276,105
"635","04","013","422103",4903,2558,513,583,1022,227
"636","04","013","422104",5807,3405,543,326,1267,266
"637","04","013","422105",3178,1886,182,119,897,94
"638","04","013","422106",5624,2854,386,369,1897,118
"639","04","013","422107",3688,1995,434,292,845,122
"640","04","013","422203",4454,2894,273,194,969,124
"641","04","013","422204",2794,2157,169,85,305,78
"642","04","013","422205",1384,1191,30,29,105,29
"643","04","013","422209",6520,4465,489,219,1001,346
"644","04","013","422210",5314,4249,175,130,603,157
"645","04","013","422211",2679,2338,60,11,163,107
"646","04","013","422212",4142,3575,109,39,236,183
"647","04","013","422213",2455,1921,73,51,328,82
"648","04","013","422215",2006,1497,85,73,251,100
"649","04","013","422216",5129,4223,140,85,427,254
"650","04","013","422217",3527,2771,176,77,420,83
"651","04","013","422218",3095,2495,122,78,282,118
"652","04","013","422219",2923,2236,188,59,352,88
"653","04","013","422220",1974,1625,41,32,193,83
"654","04","013","422221",4075,3121,257,117,406,174
"655","04","013","422222",2143,1783,62,33,152,113
"656","04","013","422301",5617,3344,207,122,1808,136
"657","04","013","422302",4774,3620,138,95,804,117
"658","04","013","422304",2786,1991,219,65,348,163
"659","04","013","422305",5926,4805,193,39,420,469
"660","04","013","422307",4350,3157,208,89,596,300
"661","04","013","422308",5476,4257,158,45,600,416
"662","04","013","422309",5346,4040,193,60,476,577
"663","04","013","422401",3307,2526,156,45,437,143
"664","04","013","422402",4977,3961,197,83,645,91
"665","04","013","422403",5189,4228,182,58,504,217
"666","04","013","422404",4334,3788,133,27,253,133
"667","04","013","422501",5643,4657,124,86,711,65
"668","04","013","422502",6086,4516,218,88,1113,151
"669","04","013","422503",6333,4566,211,107,1305,144
"670","04","013","422504",4671,3707,180,83,550,151
"671","04","013","422506",5072,4351,138,45,399,139
"672","04","013","422507",4523,3966,85,21,282,169
"673","04","013","422508",3670,3161,87,30,339,53
"674","04","013","422509",5113,4285,147,35,425,221
"675","04","013","422510",3416,2942,70,35,210,159
"676","04","013","422511",3044,2512,65,31,300,136
"677","04","013","422512",5037,4247,109,47,446,188
"678","04","013","422513",4280,3771,124,43,272,70
"679","04","013","422514",4352,3527,212,59,454,100
"680","04","013","422606",9135,7896,154,48,461,576
"681","04","013","422607",4148,3901,88,12,125,22
"682","04","013","422609",3819,3226,48,37,452,56
"683","04","013","422610",3039,2940,31,9,44,15
"684","04","013","422615",6698,5441,219,88,700,250
"685","04","013","422616",4513,3724,151,65,464,109
"686","04","013","422617",5866,4903,206,35,550,172
"687","04","013","422618",2954,2919,7,3,15,10
"688","04","013","422620",3261,2831,61,22,233,114
"689","04","013","422621",4302,3569,103,35,273,322
"690","04","013","422622",4237,3643,77,41,346,130
"691","04","013","422623",4812,3827,204,27,379,375
"692","04","013","422624",2771,2719,14,10,18,10
"693","04","013","422625",3724,3241,62,37,356,28
"694","04","013","422626",2510,2300,18,23,156,13
"695","04","013","422627",3438,2784,16,58,546,34
"696","04","013","422628",3616,2886,140,57,480,53
"697","04","013","422629",3626,2959,72,66,456,73
"698","04","013","422630",3870,3333,36,36,434,31
"699","04","013","422631",3883,3285,154,39,277,128
"700","04","013","422632",3975,3363,80,50,435,47
"701","04","013","422633",2753,2165,127,35,305,121
"702","04","013","422634",4191,3214,54,69,796,58
"703","04","013","422635",1111,975,35,13,62,26
"704","04","013","422636",2489,1985,125,37,248,94
"705","04","013","422637",3325,2866,78,40,245,96
"706","04","013","422638",4096,3177,176,77,482,184
"707","04","013","422639",3658,3494,42,10,48,64
"708","04","013","422640",4647,4025,141,66,283,132
"709","04","013","422641",6346,5052,251,54,775,214
"710","04","013","422642",5715,4888,190,41,408,188
"711","04","013","422643",5789,4929,150,41,483,186
"712","04","013","422644",7287,6319,194,33,482,259
"713","04","013","422646",7730,6223,343,55,723,386
"714","04","013","522800",1685,1251,114,90,164,66
"715","04","013","522901",4410,3136,290,66,685,233
"716","04","013","522903",5168,2786,249,132,1938,63
"717","04","013","522904",4549,2523,298,91,1469,168
"718","04","013","523002",5832,3590,155,183,1775,129
"719","04","013","523003",6568,4371,308,153,1514,222
"720","04","013","523005",4853,3846,188,67,428,324
"721","04","013","523006",5448,3830,233,82,976,327
"722","04","013","523102",5327,2732,425,187,1785,198
"723","04","013","523103",5839,3901,441,138,807,552
"724","04","013","523104",6026,3505,412,156,1588,365
"725","04","013","610000",7044,5758,312,151,591,232
"726","04","013","610100",1322,1200,18,4,75,25
"727","04","013","610200",7612,7009,123,42,260,178
"728","04","013","610300",8959,7921,181,77,492,288
"729","04","013","610400",5129,4533,106,22,335,133
"730","04","013","610500",6496,6081,45,41,243,86
"731","04","013","610600",5546,4934,136,34,284,158
"732","04","013","610700",7193,6813,33,36,248,63
"733","04","013","610800",3505,2977,61,13,175,279
"734","04","013","610900",6027,5429,101,26,296,175
"735","04","013","611000",2461,2041,67,2,128,223
"736","04","013","611100",3270,2716,70,29,184,271
"737","04","013","611200",5911,5052,163,19,330,347
"738","04","013","611300",4659,3996,145,35,266,217
"739","04","013","611400",6232,5330,144,28,319,411
"740","04","013","611500",5639,4602,106,18,202,711
"741","04","013","611600",3062,2678,27,11,125,221
"742","04","013","611700",6304,5666,99,36,280,223
"743","04","013","611800",6540,5948,103,48,328,113
"744","04","013","611900",3171,2671,98,42,174,186
"745","04","013","612000",2710,2347,48,2,117,196
"746","04","013","612200",3383,2874,57,10,172,270
"747","04","013","612300",7278,5875,199,58,449,697
"748","04","013","612400",6840,6047,104,10,317,362
"749","04","013","612500",4306,3991,19,14,191,91
"750","04","013","612600",2342,2166,23,10,69,74
"751","04","013","612700",2271,2142,21,12,63,33
"752","04","013","612800",2110,1982,20,3,60,45
"753","04","013","612900",2409,2284,31,15,42,37
"754","04","013","613000",2945,2795,9,11,85,45
"755","04","013","613100",2640,2515,38,4,49,34
"756","04","013","613200",3552,3333,12,17,140,50
"757","04","013","613300",7102,6591,81,20,221,189
"758","04","013","613400",3937,3565,71,18,231,52
"759","04","013","613500",4082,3497,124,39,267,155
"760","04","013","613600",3967,3530,69,26,178,164
"761","04","013","613700",5341,4676,127,33,315,190
"762","04","013","613800",4075,3660,65,17,232,101
"763","04","013","613900",6154,5387,103,18,327,319
"764","04","013","614000",4398,3955,52,27,202,162
"765","04","013","614100",5724,4817,154,24,283,446
"766","04","013","614200",4891,4301,98,22,197,273
"767","04","013","614300",3124,2691,53,22,125,233
"768","04","013","614400",3567,3182,60,29,223,73
"769","04","013","614500",4656,3727,93,43,612,181
"770","04","013","614600",6628,5379,251,129,493,376
"771","04","013","614700",2612,1930,149,56,350,127
"772","04","013","614800",4154,3441,78,70,365,200
"773","04","013","614900",3495,3049,86,16,194,150
"774","04","013","615000",6630,5672,140,19,257,542
"775","04","013","615100",3383,3070,43,9,93,168
"776","04","013","615200",5386,4636,173,34,245,298
"777","04","013","615300",2259,2116,9,17,100,17
"778","04","013","615400",2679,2615,18,8,27,11
"779","04","013","615500",2817,2753,33,2,15,14
"780","04","013","615600",3776,3479,80,6,143,68
"781","04","013","615700",2991,2665,82,18,124,102
"782","04","013","615800",4906,4339,124,19,221,203
"783","04","013","615900",4362,3666,121,17,228,330
"784","04","013","616000",2237,1797,46,11,122,261
"785","04","013","616100",3572,3075,108,28,261,100
"786","04","013","616200",3219,2809,98,13,206,93
"787","04","013","616300",2044,1736,44,14,170,80
"788","04","013","616400",5701,4053,136,34,356,1122
"789","04","013","616500",3438,2585,145,58,493,157
"790","04","013","616600",5696,4664,120,89,716,107
"791","04","013","616700",4738,4021,124,71,418,104
"792","04","013","616800",5595,4815,110,52,511,107
"793","04","013","616900",4288,3660,165,59,233,171
"794","04","013","617000",5891,5157,135,39,405,155
"795","04","013","617100",2222,1987,39,8,124,64
"796","04","013","617200",2538,2252,50,6,101,129
"797","04","013","617300",3030,2636,57,14,138,185
"798","04","013","617400",6813,6332,167,25,219,70
"799","04","013","617500",3316,3143,53,6,88,26
"800","04","013","617600",6106,5249,176,75,448,158
"801","04","013","617700",3318,2424,158,54,306,376
"802","04","013","617800",2613,2424,17,12,98,62
"803","04","013","617900",2691,2380,63,14,152,82
"804","04","013","618000",4555,3771,138,35,372,239
"805","04","013","618100",4347,3843,66,46,303,89
"806","04","013","618200",3851,3161,125,85,418,62
"807","04","013","618300",3026,2627,41,48,245,65
"808","04","013","618400",3849,3115,59,61,545,69
"809","04","013","618500",3647,2717,231,114,513,72
"810","04","013","618600",4241,3262,141,69,694,75
"811","04","013","618700",2859,2181,43,34,524,77
"812","04","013","618800",5074,3163,336,131,1389,55
"813","04","013","618900",6215,5223,252,112,485,143
"814","04","013","619000",3068,2668,102,21,167,110
"815","04","013","619100",2954,2203,240,77,394,40
"816","04","013","619200",4453,3023,289,123,894,124
"817","04","013","619300",3972,3150,108,51,517,146
"818","04","013","619400",4269,3006,198,97,830,138
"819","04","013","619500",5092,3949,128,62,817,136
"820","04","013","619600",1912,1552,28,29,250,53
"821","04","013","619700",3443,2859,77,37,384,86
"822","04","013","619800",4312,3366,151,32,270,493
"823","04","013","619900",5990,4879,88,28,194,801
"824","04","013","723303",26,25,0,0,1,0
"825","04","013","723304",4230,3187,80,70,872,21
"826","04","013","723305",2745,1283,34,469,940,19
"827","04","013","723306",5259,2509,699,295,1720,36
"828","04","013","723307",2186,1841,76,8,185,76
"829","04","013","723308",7519,6250,369,44,623,233
"830","04","013","810000",1711,1368,44,11,100,188
"831","04","013","810100",6272,5416,105,17,249,485
"832","04","013","810200",3412,2521,147,26,237,481
"833","04","013","810300",5557,4467,216,88,428,358
"834","04","013","810400",4661,3403,287,77,338,556
"835","04","013","810500",5168,3815,176,62,345,770
"836","04","013","810600",6540,5007,249,92,354,838
"837","04","013","810700",6775,4936,371,178,739,551
"838","04","013","810800",4235,3018,162,45,326,684
"839","04","013","810900",5636,4430,223,82,435,466
"840","04","013","811000",2776,2386,60,18,199,113
"841","04","013","811100",2225,1714,103,62,270,76
"842","04","013","811200",2429,1651,200,65,352,161
"843","04","013","811300",2839,2183,120,27,269,240
"844","04","013","811400",5228,4130,217,60,495,326
"845","04","013","811500",2500,1903,115,23,126,333
"846","04","013","811600",4159,2989,170,53,645,302
"847","04","013","811700",4487,3460,179,81,603,164
"848","04","013","811800",2028,1418,106,13,105,386
"849","04","013","811900",5544,4199,249,63,403,630
"850","04","013","812000",3617,2180,144,58,899,336
"851","04","013","812100",6130,4313,458,70,623,666
"852","04","013","812200",6229,4746,262,48,430,743
"853","04","013","812300",4511,3412,170,43,301,585
"854","04","013","812400",6098,4824,258,55,502,459
"855","04","013","812500",2070,1455,109,7,104,395
"856","04","013","812600",4400,3714,165,53,195,273
"857","04","013","812700",5771,4222,294,27,334,894
"858","04","013","812800",4390,3088,172,36,281,813
"859","04","013","812900",2963,2377,112,40,139,295
"860","04","013","813000",2699,2335,61,11,68,224
"861","04","013","813100",2446,1805,78,12,165,386
"862","04","013","813200",4212,3168,162,19,258,605
"863","04","013","813300",4816,3640,153,34,320,669
"864","04","013","813400",3792,2916,148,25,243,460
"865","04","013","813500",2902,2314,149,25,177,237
"866","04","013","813600",3138,2494,137,11,201,295
"867","04","013","813700",2528,2466,21,1,18,22
"868","04","013","813800",2962,2898,16,6,18,24
"869","04","013","813900",5202,4246,301,59,366,230
"870","04","013","814000",1531,1446,18,3,34,30
"871","04","013","814100",5874,4594,370,44,506,360
"872","04","013","814200",2624,2204,76,26,142,176
"873","04","013","814300",4040,3230,114,37,377,282
"874","04","013","814400",4909,3988,197,50,376,298
"875","04","013","814500",5029,4075,187,31,457,279
"876","04","013","814600",4461,3631,152,40,449,189
"877","04","013","814700",4148,3334,163,29,376,246
"878","04","013","814800",5465,4114,295,44,651,361
"879","04","013","814900",3015,2653,85,24,173,80
"880","04","013","815000",4262,3684,100,12,200,266
"881","04","013","815100",4423,3534,156,32,388,313
"882","04","013","815200",6720,5306,237,104,592,481
"883","04","013","815300",3926,3303,91,20,228,284
"884","04","013","815400",6288,4912,256,55,448,617
"885","04","013","815500",5607,4430,282,60,379,456
"886","04","013","815600",5183,4063,242,31,416,431
"887","04","013","815700",5525,4579,214,53,450,229
"888","04","013","815800",4083,3279,153,45,353,253
"889","04","013","815900",5981,4533,195,23,311,919
"890","04","013","816000",8186,6872,264,28,452,570
"891","04","013","816100",7264,6140,260,76,578,210
"892","04","013","816200",3982,3101,192,39,469,181
"893","04","013","816300",3292,3162,47,5,26,52
"894","04","013","816400",6823,5590,288,39,478,428
"895","04","013","816500",3883,3383,89,28,280,103
"896","04","013","816600",4278,3530,146,47,317,238
"897","04","013","816700",2348,1979,91,13,163,102
"898","04","013","816800",2875,2377,71,5,335,87
"899","04","013","816900",3393,2892,133,33,270,65
"900","04","013","817000",3523,3133,86,25,174,105
"901","04","013","817100",7549,5936,350,58,1064,141
"902","04","013","817200",6151,5170,105,56,746,74
"903","04","013","817300",5248,5063,83,15,29,58
"904","04","013","817400",2755,2684,22,9,25,15
"905","04","013","817500",2704,2633,38,4,21,8
"906","04","013","817600",998,735,3,21,231,8
"907","04","013","940700",151,0,0,150,1,0
"908","04","013","941000",2931,55,10,2659,204,3
"909","04","013","941100",63,9,0,27,27,0
"910","04","013","941200",971,36,3,852,78,2
"911","04","013","941300",6293,1413,19,4496,342,23
"912","04","013","980100",0,0,0,0,0,0
"913","04","013","980400",15,5,0,0,2,8
"914","04","013","980500",0,0,0,0,0,0
"915","04","013","980600",0,0,0,0,0,0
"916","04","013","980700",4,4,0,0,0,0
