"","state","county","tract","Total_2010","White_2010","Black_2010","Indian_2010","Other_Race_2010","Asian_or_Pacific_Islander_2010"
"40","04","013","060802",1975,1393,131,27,369,55
"41","04","013","060901",4640,3050,375,52,1066,97
"42","04","013","060902",3842,1604,168,45,1999,26
"43","04","013","060903",4983,2880,325,66,1644,68
"44","04","013","060904",3527,1922,243,72,1250,40
"45","04","013","061009",8318,5787,722,73,1389,347
"46","04","013","061010",4638,3986,109,45,304,194
"47","04","013","061011",5705,3691,588,66,1038,322
"48","04","013","061012",7680,5495,444,71,1123,547
"49","04","013","061013",5709,3660,616,62,943,428
"50","04","013","061014",4905,3120,515,66,1009,195
"51","04","013","061015",5757,4128,474,58,922,175
"52","04","013","061016",4614,2982,385,25,590,632
"53","04","013","061017",3496,2142,376,289,667,22
"54","04","013","061018",4660,4436,111,4,38,71
"55","04","013","061019",3161,2201,154,55,615,136
"56","04","013","061020",3835,2808,222,27,545,233
"57","04","013","061021",1753,1191,118,5,216,223
"58","04","013","061022",8869,5780,686,138,1944,321
"59","04","013","061023",9200,6438,630,102,1751,279
"60","04","013","061024",2177,1388,156,26,551,56
"61","04","013","061025",7445,5910,431,58,703,343
"62","04","013","061026",5458,4394,375,61,507,121
"63","04","013","061027",5539,4458,353,34,599,95
"64","04","013","061028",2417,1794,194,14,332,83
"65","04","013","061029",4905,3906,252,24,594,129
"66","04","013","061030",7272,5839,416,40,792,185
"67","04","013","061031",3315,2500,242,34,383,156
"68","04","013","061032",5579,4454,266,55,657,147
"69","04","013","061033",6011,4756,297,56,768,134
"70","04","013","061034",6764,5147,504,37,792,284
"71","04","013","061035",6699,5101,433,42,862,261
"72","04","013","061036",2489,1716,189,25,325,234
"73","04","013","061037",3957,3081,234,32,470,140
"74","04","013","061038",4525,3360,318,56,637,154
"75","04","013","061039",3708,2772,252,18,425,241
"76","04","013","061040",3929,2660,315,54,780,120
"77","04","013","061041",4319,2653,279,91,1165,131
"78","04","013","061042",2120,1592,122,16,373,17
"79","04","013","061043",2452,1592,132,28,655,45
"80","04","013","061044",5553,4308,348,38,674,185
"81","04","013","061045",4960,4270,85,34,497,74
"82","04","013","061046",5183,3195,522,70,1201,195
"83","04","013","061047",3264,2268,287,22,398,289
"84","04","013","061100",3436,2363,483,37,392,161
"85","04","013","061200",6114,3285,406,166,2178,79
"86","04","013","061300",1930,1104,78,23,704,21
"87","04","013","061401",1972,893,124,43,900,12
"88","04","013","061402",5505,2492,534,88,2320,71
"89","04","013","071503",4708,4587,68,7,25,21
"90","04","013","071504",3394,3305,25,7,27,30
"91","04","013","071505",5964,5623,126,18,141,56
"92","04","013","071506",4260,4137,39,13,50,21
"93","04","013","071509",5401,4597,201,48,338,217
"94","04","013","071510",4078,3556,119,18,205,180
"95","04","013","071511",3339,2740,105,23,296,175
"96","04","013","071512",5917,4993,175,70,502,177
"97","04","013","071513",1550,1324,22,10,128,66
"98","04","013","071514",4021,3403,155,24,302,137
"99","04","013","071515",3674,3168,122,20,225,139
"100","04","013","071516",2886,2540,97,24,160,65
"101","04","013","071517",3740,3137,110,16,327,150
"102","04","013","071600",3668,2716,114,57,745,36
"103","04","013","071701",2634,1941,149,34,366,144
"104","04","013","071702",3219,3069,65,8,58,19
"105","04","013","071801",5148,4882,106,19,108,33
"106","04","013","071802",3302,3129,75,8,57,33
"107","04","013","071903",6306,5100,183,69,885,69
"108","04","013","071906",5816,3947,283,80,1198,308
"109","04","013","071909",3797,2871,151,44,644,87
"110","04","013","071910",6218,4558,265,106,1186,103
"111","04","013","071911",3081,2072,249,89,508,163
"112","04","013","071912",2817,1993,108,84,607,25
"113","04","013","071913",5071,3448,500,98,867,158
"114","04","013","071914",3125,1963,109,47,971,35
"115","04","013","071915",3439,2514,157,63,647,58
"116","04","013","082002",5807,3583,499,73,1530,122
"117","04","013","082007",4077,2227,215,103,1489,43
"118","04","013","082008",5058,2428,299,75,2126,130
"119","04","013","082009",4668,2205,302,96,2029,36
"120","04","013","082010",3931,1934,240,78,1612,67
"121","04","013","082012",5708,3164,489,65,1691,299
"122","04","013","082016",2348,1197,210,20,733,188
"123","04","013","082017",4275,2085,599,80,1261,250
"124","04","013","082018",4685,2428,378,106,1634,139
"125","04","013","082019",2391,1696,177,38,378,102
"126","04","013","082020",3833,2764,294,39,571,165
"127","04","013","082021",2070,1339,179,16,481,55
"128","04","013","082022",4171,2473,339,66,1080,213
"129","04","013","082023",5366,3326,484,90,1190,276
"130","04","013","082024",4081,2310,404,97,1101,169
"131","04","013","082025",2378,1448,305,22,523,80
"132","04","013","082026",5995,3537,689,101,1344,324
"133","04","013","082027",3978,1958,535,85,1166,234
"134","04","013","082028",4214,2060,314,71,1631,138
"135","04","013","082203",7512,3848,845,128,2447,244
"136","04","013","082204",5359,2927,566,61,1599,206
"137","04","013","082205",5124,2578,556,65,1809,116
"138","04","013","082206",3092,1581,394,51,881,185
"139","04","013","082207",2394,1568,152,49,601,24
"140","04","013","082208",2891,1353,87,62,1353,36
"141","04","013","082209",2840,1503,56,41,1234,6
"142","04","013","082210",4633,2626,589,78,1192,148
"143","04","013","082211",4823,2504,577,76,1482,184
"144","04","013","083000",6545,3277,432,127,2632,77
"145","04","013","092305",3667,2851,149,37,514,116
"146","04","013","092306",5893,4592,238,85,746,232
"147","04","013","092307",5847,4064,443,96,868,376
"148","04","013","092308",6612,4777,342,173,1098,222
"149","04","013","092309",5212,3929,288,88,704,203
"150","04","013","092311",2876,1596,305,94,799,82
"151","04","013","092312",5001,3320,500,133,778,270
"152","04","013","092401",4045,2381,366,125,1076,97
"153","04","013","092402",3369,2122,302,88,780,77
"154","04","013","092500",4935,2950,247,82,1388,268
"155","04","013","092600",3177,1973,175,69,867,93
"156","04","013","092705",3702,1762,393,111,1161,275
"157","04","013","092708",2056,1443,99,22,434,58
"158","04","013","092709",4130,2935,154,87,832,122
"159","04","013","092710",4269,2838,300,94,910,127
"160","04","013","092711",3120,1939,171,83,716,211
"161","04","013","092712",4905,2447,500,68,1705,185
"162","04","013","092713",5027,2724,347,98,1617,241
"163","04","013","092715",4037,2079,301,69,1471,117
"164","04","013","092716",3908,2058,215,82,1487,66
"165","04","013","092717",4870,2282,640,79,1640,229
"166","04","013","092718",3791,1583,412,43,1603,150
"167","04","013","092719",4277,2504,356,88,1203,126
"168","04","013","092720",4407,2998,293,76,895,145
"169","04","013","092721",2801,1669,193,26,544,369
"170","04","013","092723",4114,3110,291,72,565,76
"171","04","013","092724",3472,2962,69,40,358,43
"172","04","013","092801",4756,2188,287,114,2121,46
"173","04","013","092802",5217,2445,238,72,2395,67
"174","04","013","092900",2866,1311,138,42,1366,9
"175","04","013","093001",4841,2663,549,177,1390,62
"176","04","013","093002",4082,2029,437,118,1392,106
"177","04","013","093101",4547,2422,436,154,1461,74
"178","04","013","093104",4385,2199,456,125,1559,46
"179","04","013","093105",5242,2685,398,118,2019,22
"180","04","013","093106",4068,2047,288,46,1623,64
"181","04","013","093200",3355,1812,359,112,922,150
"182","04","013","103205",2652,2463,40,18,85,46
"183","04","013","103206",2521,2362,22,7,104,26
"184","04","013","103207",2459,2290,30,35,60,44
"185","04","013","103208",3927,3575,76,20,138,118
"186","04","013","103209",5353,4985,58,25,120,165
"187","04","013","103210",6044,4940,256,133,535,180
"188","04","013","103211",4395,3978,56,28,225,108
"189","04","013","103212",4245,3947,63,9,131,95
"190","04","013","103214",3852,3542,45,24,100,141
"191","04","013","103215",2779,2566,30,17,101,65
"192","04","013","103216",5192,4491,110,37,257,297
"193","04","013","103217",6295,5498,95,33,318,351
"194","04","013","103219",3012,2739,29,13,105,126
"195","04","013","103220",2994,2579,45,5,124,241
"196","04","013","103302",6246,4704,112,79,1244,107
"197","04","013","103303",3475,2961,72,32,307,103
"198","04","013","103304",4674,2920,146,79,1466,63
"199","04","013","103305",3092,1976,74,75,956,11
"200","04","013","103306",3619,2354,300,72,846,47
"201","04","013","103400",4656,3838,76,65,607,70
"202","04","013","103501",3107,2509,69,26,399,104
"203","04","013","103502",5914,5157,139,49,418,151
"204","04","013","103604",4098,3119,120,63,571,225
"205","04","013","103605",5967,5456,77,27,191,216
"206","04","013","103606",4089,3267,74,33,543,172
"207","04","013","103607",4496,3903,92,39,285,177
"208","04","013","103608",3587,2561,166,75,459,326
"209","04","013","103609",5280,3698,346,152,969,115
"210","04","013","103611",5121,4513,117,27,252,212
"211","04","013","103612",4762,4096,175,60,314,117
"212","04","013","103614",2998,2668,36,40,182,72
"213","04","013","103615",4748,2864,378,223,1196,87
"214","04","013","103701",4700,3881,166,78,355,220
"215","04","013","103702",3056,2633,94,33,246,50
"216","04","013","103900",5827,4299,212,179,1039,98
"217","04","013","104000",6725,4722,329,174,1264,236
"218","04","013","104100",6567,5052,293,79,1039,104
"219","04","013","104202",5131,4303,161,79,467,121
"220","04","013","104203",6211,4563,287,157,991,213
"221","04","013","104204",3230,2524,142,39,447,78
"222","04","013","104205",5156,3459,423,252,855,167
"223","04","013","104206",3813,2661,169,39,652,292
"224","04","013","104207",4240,3465,179,55,409,132
"225","04","013","104212",6174,4838,194,88,794,260
"226","04","013","104214",2312,2059,43,13,158,39
"227","04","013","104215",4026,3393,106,51,386,90
"228","04","013","104216",4771,3885,130,54,462,240
"229","04","013","104217",4882,3961,155,87,492,187
"230","04","013","104218",3941,3092,193,80,394,182
"231","04","013","104219",2982,2489,87,38,300,68
"232","04","013","104221",5864,4555,227,74,759,249
"233","04","013","104222",5915,4772,275,100,577,191
"234","04","013","104223",1857,1606,52,15,112,72
"235","04","013","104224",5898,4597,278,77,583,363
"236","04","013","104225",3699,3250,75,29,274,71
"237","04","013","104226",4373,3551,253,69,360,140
"238","04","013","104227",2059,1575,123,24,302,35
"239","04","013","104301",3300,2606,92,41,520,41
"240","04","013","104302",3209,2153,252,96,567,141
"241","04","013","104401",5017,3257,333,120,1237,70
"242","04","013","104402",2538,1140,181,150,292,775
"243","04","013","104501",3697,2133,217,121,1123,103
"244","04","013","104502",5107,2566,230,241,1950,120
"245","04","013","104600",4253,2802,211,116,1049,75
"246","04","013","104701",2474,2011,76,82,246,59
"247","04","013","104702",4441,2836,171,137,1256,41
"248","04","013","104801",3619,3300,48,16,180,75
"249","04","013","104802",5688,5125,111,49,286,117
"250","04","013","104900",4003,3572,67,42,231,91
"251","04","013","105002",2574,2421,12,4,34,103
"252","04","013","105003",4549,4202,29,8,123,187
"253","04","013","105004",3114,2878,31,8,75,122
"254","04","013","105101",4417,4167,28,12,119,91
"255","04","013","105102",4165,3714,70,22,176,183
"256","04","013","105103",3017,2753,27,4,94,139
"257","04","013","105200",5819,4526,239,128,784,142
"258","04","013","105300",4995,4033,133,74,677,78
"259","04","013","105400",3603,3068,180,67,238,50
"260","04","013","105501",2355,1314,285,209,491,56
"261","04","013","105502",1891,819,332,296,406,38
"262","04","013","105503",3279,1826,456,288,619,90
"263","04","013","105601",3791,2379,148,124,1080,60
"264","04","013","105602",5943,3416,677,241,1250,359
"265","04","013","105701",3426,2393,129,69,695,140
"266","04","013","105702",3775,2326,171,111,1047,120
"267","04","013","105800",6298,4069,290,132,1547,260
"268","04","013","105900",4956,3401,221,78,1052,204
"269","04","013","106001",1671,966,143,55,493,14
"270","04","013","106002",2248,1610,139,92,384,23
"271","04","013","106003",3175,1972,263,129,753,58
"272","04","013","106100",5282,4349,256,158,431,88
"273","04","013","106200",3285,3099,27,12,84,63
"274","04","013","106300",5093,4136,221,91,505,140
"275","04","013","106400",2732,2227,107,112,211,75
"276","04","013","106501",2877,2445,78,68,219,67
"277","04","013","106502",3542,2900,147,115,307,73
"278","04","013","106600",3607,3234,93,49,160,71
"279","04","013","106701",3961,2228,593,277,535,328
"280","04","013","106702",1213,1011,70,36,67,29
"281","04","013","106703",2029,1680,80,23,170,76
"282","04","013","106801",3941,1843,674,266,1090,68
"283","04","013","106802",3248,2259,169,136,571,113
"284","04","013","106900",7077,4077,305,180,2128,387
"285","04","013","107000",7123,3913,374,207,2377,252
"286","04","013","107101",4262,2512,249,86,1235,180
"287","04","013","107102",5197,2638,409,178,1673,299
"288","04","013","107201",4301,2099,347,180,1262,413
"289","04","013","107202",4928,2641,140,140,1770,237
"290","04","013","107300",6202,3687,573,229,1496,217
"291","04","013","107400",6572,3701,860,487,1276,248
"292","04","013","107500",3337,2887,119,42,231,58
"293","04","013","107601",2800,2069,184,143,320,84
"294","04","013","107602",2680,2006,134,110,356,74
"295","04","013","107700",3797,3012,134,147,331,173
"296","04","013","107800",2408,2278,18,1,53,58
"297","04","013","107900",3701,3381,61,12,143,104
"298","04","013","108000",3467,3326,19,12,64,46
"299","04","013","108100",1850,1742,15,16,45,32
"300","04","013","108200",3158,2793,49,36,195,85
"301","04","013","108301",3405,3053,65,25,179,83
"302","04","013","108302",2700,2265,77,65,251,42
"303","04","013","108400",4888,3757,234,146,639,112
"304","04","013","108501",2250,1503,104,93,452,98
"305","04","013","108502",3529,2667,159,94,403,206
"306","04","013","108601",2679,1347,135,231,941,25
"307","04","013","108602",4530,2302,495,448,1200,85
"308","04","013","108802",1819,1312,109,67,283,48
"309","04","013","108901",2508,1652,191,130,485,50
"310","04","013","108902",3858,2535,355,231,654,83
"311","04","013","109001",4146,1852,444,99,1151,600
"312","04","013","109002",4563,2691,363,191,968,350
"313","04","013","109003",5474,3066,325,263,1770,50
"314","04","013","109101",3283,1635,68,85,1355,140
"315","04","013","109102",5299,2528,225,83,2329,134
"316","04","013","109200",4096,1819,242,112,1844,79
"317","04","013","109300",4670,2176,239,100,2099,56
"318","04","013","109400",8290,4033,555,181,3451,70
"319","04","013","109500",4867,2671,279,81,1748,88
"320","04","013","109601",4723,2369,271,83,1966,34
"321","04","013","109602",5719,3493,378,133,1660,55
"322","04","013","109603",4450,2410,240,74,1688,38
"323","04","013","109604",3814,2434,161,74,1131,14
"324","04","013","109701",7467,4259,447,107,2585,69
"325","04","013","109702",5053,2520,156,63,2268,46
"326","04","013","109703",2742,1535,120,32,1011,44
"327","04","013","109704",2360,1141,105,45,1054,15
"328","04","013","109705",1803,835,92,19,841,16
"329","04","013","109801",3758,1848,201,76,1604,29
"330","04","013","109802",4546,2457,157,70,1816,46
"331","04","013","109900",7080,3573,311,126,2965,105
"332","04","013","110001",4529,2146,146,43,2168,26
"333","04","013","110002",4339,1972,169,70,2098,30
"334","04","013","110100",6612,2993,178,123,3197,121
"335","04","013","110400",5125,3511,288,219,942,165
"336","04","013","110501",2899,1839,354,161,350,195
"337","04","013","110502",2319,1446,229,162,422,60
"338","04","013","110600",4881,3188,308,317,963,105
"339","04","013","110701",2570,1435,187,127,727,94
"340","04","013","110702",3833,2298,203,154,1109,69
"341","04","013","110801",5006,3029,403,296,1176,102
"342","04","013","110802",2315,1701,53,81,448,32
"343","04","013","110901",3075,2148,177,131,559,60
"344","04","013","110902",4304,2702,209,202,1123,68
"345","04","013","111000",4745,3828,206,77,512,122
"346","04","013","111100",4376,3681,130,65,402,98
"347","04","013","111201",5242,3127,415,232,1400,68
"348","04","013","111202",1964,956,221,96,656,35
"349","04","013","111203",1410,610,479,69,202,50
"350","04","013","111204",2154,1164,328,194,414,54
"351","04","013","111300",5447,3483,369,248,1140,207
"352","04","013","111401",4310,2671,141,104,1355,39
"353","04","013","111402",4150,2269,334,171,1306,70
"354","04","013","111501",2115,1279,60,58,699,19
"355","04","013","111502",6524,3834,302,163,2170,55
"356","04","013","111601",3161,1711,79,91,1218,62
"357","04","013","111602",5055,2138,252,155,2491,19
"358","04","013","111700",5647,3880,323,143,1207,94
"359","04","013","111800",3487,2937,153,30,303,64
"360","04","013","111900",2238,1875,74,39,198,52
"361","04","013","112100",3838,1844,82,125,1777,10
"362","04","013","112201",4400,1931,102,78,2279,10
"363","04","013","112202",4305,2134,167,62,1892,50
"364","04","013","112301",5017,2224,277,109,2384,23
"365","04","013","112302",6754,2746,409,102,3403,94
"366","04","013","112401",5377,2407,216,136,2555,63
"367","04","013","112402",4999,2264,171,87,2440,37
"368","04","013","112502",5397,2292,233,128,2694,50
"369","04","013","112503",7944,3931,335,184,3419,75
"370","04","013","112504",3596,1838,176,105,1451,26
"371","04","013","112505",8369,3542,405,144,4220,58
"372","04","013","112507",2399,873,99,62,1341,24
"373","04","013","112508",2148,1083,44,38,974,9
"374","04","013","112509",6909,2781,927,212,2844,145
"375","04","013","112510",4162,2092,427,74,1490,79
"376","04","013","112511",6816,3686,602,141,2137,250
"377","04","013","112512",1796,666,276,68,768,18
"378","04","013","112513",8131,3642,928,203,3175,183
"379","04","013","112514",3633,1820,735,85,775,218
"380","04","013","112601",3009,1277,344,77,1271,40
"381","04","013","112602",7935,3917,70,155,3771,22
"382","04","013","112700",6740,2677,166,169,3693,35
"383","04","013","112900",4805,2871,316,171,1374,73
"384","04","013","113000",1895,1507,126,48,177,37
"385","04","013","113100",2808,1920,344,126,322,96
"386","04","013","113201",2666,1270,97,79,1213,7
"387","04","013","113202",2061,930,108,65,951,7
"388","04","013","113203",2317,1148,69,86,998,16
"389","04","013","113300",5175,2484,434,180,2045,32
"390","04","013","113400",684,327,98,36,219,4
"391","04","013","113501",4416,1910,341,138,1970,57
"392","04","013","113502",2638,1327,270,66,964,11
"393","04","013","113601",3957,2098,414,203,1145,97
"394","04","013","113602",3400,1519,277,157,1418,29
"395","04","013","113700",7720,3616,1314,344,2277,169
"396","04","013","113801",2135,1379,168,52,435,101
"397","04","013","113802",17,4,8,1,4,0
"398","04","013","113900",1372,626,190,34,516,6
"399","04","013","114000",2614,1465,401,118,521,109
"400","04","013","114100",2401,1369,479,106,413,34
"401","04","013","114200",1539,653,170,54,627,35
"402","04","013","114301",1570,941,291,95,205,38
"403","04","013","114302",2477,751,701,68,930,27
"404","04","013","114401",1724,723,202,41,748,10
"405","04","013","114402",2014,970,90,73,870,11
"406","04","013","114500",4198,1775,111,60,2224,28
"407","04","013","114600",1914,747,62,46,1056,3
"408","04","013","114703",8071,4367,857,395,2404,48
"409","04","013","114800",3285,1155,472,88,1540,30
"410","04","013","114900",2663,1028,241,97,1171,126
"411","04","013","115200",2623,716,714,162,959,72
"412","04","013","115300",2323,801,482,61,947,32
"413","04","013","115400",2232,936,49,49,1188,10
"414","04","013","115500",3699,1953,114,114,1499,19
"415","04","013","115600",3864,1367,1017,70,1318,92
"416","04","013","115700",6427,2950,461,129,2829,58
"417","04","013","115801",3862,1500,429,87,1837,9
"418","04","013","115802",3389,1656,256,69,1389,19
"419","04","013","115900",5332,1958,972,104,2193,105
"420","04","013","116000",5558,1708,1903,61,1688,198
"421","04","013","116100",3963,1194,829,58,1843,39
"422","04","013","116202",5033,2354,596,133,1818,132
"423","04","013","116203",4760,2532,932,86,1007,203
"424","04","013","116204",3638,1681,419,163,1255,120
"425","04","013","116205",4256,2020,714,175,1184,163
"426","04","013","116300",6118,2063,1710,160,2110,75
"427","04","013","116400",5604,2425,730,115,2257,77
"428","04","013","116500",4920,2335,433,165,1932,55
"429","04","013","116602",7325,3147,1268,200,2560,150
"430","04","013","116603",5736,2901,914,75,1383,463
"431","04","013","116604",4000,1638,1024,127,886,325
"432","04","013","116605",5066,2070,1094,95,1301,506
"433","04","013","116606",5663,2385,1098,158,1730,292
"434","04","013","116607",2526,852,651,62,792,169
"435","04","013","116608",3553,1942,535,92,756,228
"436","04","013","116609",3176,1644,501,52,749,230
"437","04","013","116610",4437,2032,935,69,953,448
"438","04","013","116611",3217,1891,323,53,701,249
"439","04","013","116612",4862,2250,906,79,1270,357
"440","04","013","116613",6489,3370,1173,108,1515,323
"441","04","013","116702",7839,3817,1117,182,2618,105
"442","04","013","116703",4448,2333,751,125,1151,88
"443","04","013","116704",7105,4155,1285,165,1176,324
"444","04","013","116707",2738,2352,78,33,204,71
"445","04","013","116708",5033,4420,185,81,197,150
"446","04","013","116709",1789,1334,143,48,177,87
"447","04","013","116710",4638,4111,114,26,218,169
"448","04","013","116711",1878,1405,202,41,106,124
"449","04","013","116712",6397,4629,477,154,585,552
"450","04","013","116713",6104,4813,364,91,401,435
"451","04","013","116714",3295,2660,124,29,221,261
"452","04","013","116715",2075,1787,53,29,145,61
"453","04","013","116717",4021,2377,609,258,535,242
"454","04","013","116718",2599,1748,299,96,297,159
"455","04","013","116719",6404,4918,340,115,446,585
"456","04","013","116720",3774,2873,297,67,357,180
"457","04","013","116721",3536,3043,112,23,209,149
"458","04","013","116725",4773,4007,199,18,254,295
"459","04","013","116727",4065,3396,121,18,172,358
"460","04","013","116728",4612,3929,148,26,208,301
"461","04","013","116729",4303,3747,77,19,209,251
"462","04","013","116730",1793,1304,97,7,125,260
"463","04","013","116731",3234,2761,114,19,148,192
"464","04","013","116732",3446,1942,222,130,1051,101
"465","04","013","116733",283,235,9,7,14,18
"466","04","013","116800",2655,1572,100,67,898,18
"467","04","013","116900",2387,1088,56,33,1192,18
"468","04","013","117000",5678,2925,435,232,1399,687
"469","04","013","117100",2600,1846,189,112,333,120
"470","04","013","117200",1353,675,29,47,598,4
"471","04","013","117300",1677,820,151,29,675,2
"472","04","013","216806",2967,2757,27,15,104,64
"473","04","013","216807",4911,4609,47,16,112,127
"474","04","013","216809",4939,4525,62,12,133,207
"475","04","013","216810",1318,1187,28,8,37,58
"476","04","013","216813",4041,3843,29,6,67,96
"477","04","013","216816",5531,5173,38,12,124,184
"478","04","013","216818",6644,6216,82,63,181,102
"479","04","013","216819",6086,5814,43,20,105,104
"480","04","013","216820",4061,3774,29,29,133,96
"481","04","013","216821",5737,5397,65,18,126,131
"482","04","013","216822",4156,3964,40,6,61,85
"483","04","013","216826",4521,4206,53,16,107,139
"484","04","013","216829",4690,4401,77,9,110,93
"485","04","013","216830",3144,2767,115,13,132,117
"486","04","013","216831",2896,2708,30,13,62,83
"487","04","013","216832",2268,2178,9,1,31,49
"488","04","013","216833",4498,4098,77,8,128,187
"489","04","013","216834",2218,2112,22,7,40,37
"490","04","013","216835",2483,2196,42,20,102,123
"491","04","013","216836",3580,3312,39,22,121,86
"492","04","013","216837",4608,4016,115,44,211,222
"493","04","013","216838",4791,4206,76,27,189,293
"494","04","013","216839",3953,3614,43,10,97,189
"495","04","013","216840",4594,4259,54,5,108,168
"496","04","013","216841",3056,2771,32,1,98,154
"497","04","013","216842",3556,3267,31,5,94,159
"498","04","013","216843",3314,3179,41,4,33,57
"499","04","013","216844",2965,2763,44,5,67,86
"500","04","013","216845",1892,1612,68,8,96,108
"501","04","013","216846",6585,5852,97,17,224,395
"502","04","013","216847",5825,5307,46,6,162,304
"503","04","013","216848",6026,5513,59,12,128,314
"504","04","013","216849",6736,6143,45,6,186,356
"505","04","013","216850",4168,3481,121,17,197,352
"506","04","013","216851",4143,3906,35,20,81,101
"507","04","013","216852",2861,2507,73,9,138,134
"508","04","013","216853",4516,3891,80,27,146,372
"509","04","013","216901",2705,2512,39,13,85,56
"510","04","013","216902",3930,3520,46,50,201,113
"511","04","013","217001",3890,3674,39,10,94,73
"512","04","013","217002",5351,4894,75,16,267,99
"513","04","013","217101",2466,2170,44,36,166,50
"514","04","013","217102",2472,2248,45,18,118,43
"515","04","013","217201",1383,1169,36,30,91,57
"516","04","013","217203",2804,2546,51,19,142,46
"517","04","013","217204",3166,2474,127,77,401,87
"518","04","013","217300",2755,2583,38,10,61,63
"519","04","013","217400",3085,2769,49,12,186,69
"520","04","013","217501",3293,2584,122,71,459,57
"521","04","013","217502",2754,2272,137,33,235,77
"522","04","013","217600",4298,3212,156,136,702,92
"523","04","013","217700",4917,4386,63,62,289,117
"524","04","013","217800",6059,4896,145,134,750,134
"525","04","013","217900",3719,3233,82,53,268,83
"526","04","013","218000",5388,4397,139,165,588,99
"527","04","013","218100",1861,1525,34,45,203,54
"528","04","013","218200",5264,3845,134,245,933,107
"529","04","013","218300",3953,3297,147,84,281,144
"530","04","013","318400",4650,3214,163,140,965,168
"531","04","013","318501",3200,2628,81,59,289,143
"532","04","013","318700",2675,2018,189,48,286,134
"533","04","013","318800",6057,3817,564,308,1046,322
"534","04","013","318900",6254,4719,291,244,806,194
"535","04","013","319000",9107,7470,386,97,714,440
"536","04","013","319101",2942,1435,201,119,592,595
"537","04","013","319103",4504,2513,226,144,651,970
"538","04","013","319104",5102,3070,377,244,761,650
"539","04","013","319201",5305,3142,365,189,1328,281
"540","04","013","319202",3232,2147,260,132,584,109
"541","04","013","319300",2420,1508,131,97,556,128
"542","04","013","319401",5480,4186,374,97,546,277
"543","04","013","319402",4088,3362,138,74,315,199
"544","04","013","319403",4520,3344,362,186,444,184
"545","04","013","319404",3333,2875,75,65,232,86
"546","04","013","319500",5449,4442,197,114,437,259
"547","04","013","319600",5436,4320,167,137,587,225
"548","04","013","319703",4348,3053,352,154,586,203
"549","04","013","319704",1483,1030,102,45,242,64
"550","04","013","319705",3412,2324,310,182,502,94
"551","04","013","319706",4946,2743,341,188,1377,297
"552","04","013","319800",6595,4379,608,274,1078,256
"553","04","013","319902",2472,1906,126,56,330,54
"554","04","013","319903",5666,4555,275,136,466,234
"555","04","013","319904",4865,4065,176,45,420,159
"556","04","013","319905",4790,3901,196,83,408,202
"557","04","013","319906",3173,2614,111,44,154,250
"558","04","013","319907",2225,1996,25,18,97,89
"559","04","013","319908",2211,1706,119,66,212,108
"560","04","013","319909",2278,1998,68,13,85,114
"561","04","013","319910",4011,3304,87,33,188,399
"562","04","013","320001",7023,3762,1202,389,906,764
"563","04","013","320002",5523,1093,84,2821,1522,3
"564","04","013","320007",6674,3932,653,365,1362,362
"565","04","013","320100",2558,2081,75,53,221,128
"566","04","013","420104",5068,4478,117,43,376,54
"567","04","013","420105",5195,4677,68,50,305,95
"568","04","013","420107",6556,5956,125,9,237,229
"569","04","013","420108",1406,1316,14,3,51,22
"570","04","013","420109",3838,3487,48,25,198,80
