"","geoid","tract.fips","tract.fips20","part.flag","part.flag20","pct.1990","pct.2000","state.fips","state.fips20","county.fips","county.fips20"
"556","0401311090004013110900","110900","110900"," "," ",100,100,"04","04","013","013"
"557","0401311100004013111000","111000","111000"," "," ",100,100,"04","04","013","013"
"558","0401311110004013111100","111100","111100","P","P",100,100,"04","04","013","013"
"559","0401321740004013111100","217400","111100","P","P",0,0,"04","04","013","013"
"560","0401311120104013111201","111201","111201"," "," ",100,100,"04","04","013","013"
"561","0401311120204013111202","111202","111202","P"," ",37,100,"04","04","013","013"
"562","0401311120204013111203","111202","111203","P"," ",21.6,100,"04","04","013","013"
"563","0401311120204013111204","111202","111204","P"," ",41.3,100,"04","04","013","013"
"564","0401311130004013111300","111300","111300"," "," ",100,100,"04","04","013","013"
"565","0401311140004013111401","111400","111401","P"," ",51.1,100,"04","04","013","013"
"566","0401311140004013111402","111400","111402","P"," ",48.9,100,"04","04","013","013"
"567","0401311150004013111501","111500","111501","P"," ",26.2,100,"04","04","013","013"
"568","0401311150004013111502","111500","111502","P"," ",73.8,100,"04","04","013","013"
"569","0401311160004013111601","111600","111601","P"," ",33.3,100,"04","04","013","013"
"570","0401311160004013111602","111600","111602","P"," ",66.7,100,"04","04","013","013"
"571","0401311170004013111700","111700","111700"," "," ",100,100,"04","04","013","013"
"572","0401311180004013111800","111800","111800"," "," ",100,100,"04","04","013","013"
"573","0401311190004013111900","111900","111900"," "," ",100,100,"04","04","013","013"
"574","0401311200004013112000","112000","112000"," "," ",100,100,"04","04","013","013"
"575","0401311210004013112100","112100","112100"," "," ",100,100,"04","04","013","013"
"576","0401311220004013112201","112200","112201","P"," ",50.6,100,"04","04","013","013"
"577","0401311220004013112202","112200","112202","P"," ",49.4,100,"04","04","013","013"
"578","0401311230004013112301","112300","112301","P"," ",43.5,100,"04","04","013","013"
"579","0401311230004013112302","112300","112302","P"," ",56.5,100,"04","04","013","013"
"580","0401311240004013112401","112400","112401","P"," ",52.4,100,"04","04","013","013"
"581","0401311240004013112402","112400","112402","P"," ",47.6,100,"04","04","013","013"
"582","0401311250204013112502","112502","112502","P"," ",60.4,100,"04","04","013","013"
"583","0401311250304013112503","112503","112503"," "," ",100,100,"04","04","013","013"
"584","0401311250204013112504","112502","112504","P"," ",39.6,100,"04","04","013","013"
"585","0401311250504013112505","112505","112505"," "," ",100,100,"04","04","013","013"
"586","0401311250604013112506","112506","112506","P"," ",52.5,100,"04","04","013","013"
"587","0401311250604013112507","112506","112507","P"," ",26.8,100,"04","04","013","013"
"588","0401311250604013112508","112506","112508","P"," ",20.6,100,"04","04","013","013"
"589","0401311260004013112601","112600","112601","P"," ",29.9,100,"04","04","013","013"
"590","0401311260004013112602","112600","112602","P"," ",70.1,100,"04","04","013","013"
"591","0401311270004013112700","112700","112700"," "," ",100,100,"04","04","013","013"
"592","0401311280004013112800","112800","112800"," "," ",100,100,"04","04","013","013"
"593","0401311290004013112900","112900","112900"," "," ",100,100,"04","04","013","013"
"594","0401311300004013113000","113000","113000"," ","P",100,99.8,"04","04","013","013"
"595","0401311310004013113000","113100","113000","P","P",0.1,0.2,"04","04","013","013"
"596","0401311310004013113100","113100","113100","P"," ",99.9,100,"04","04","013","013"
"597","0401311320004013113201","113200","113201","P"," ",34.8,100,"04","04","013","013"
"598","0401311320004013113202","113200","113202","P"," ",33.3,100,"04","04","013","013"
"599","0401311320004013113203","113200","113203","P"," ",31.9,100,"04","04","013","013"
"600","0401311330004013113300","113300","113300"," "," ",100,100,"04","04","013","013"
"601","0401311340004013113400","113400","113400"," ","P",100,80.8,"04","04","013","013"
"602","0401311350004013113400","113500","113400","P","P",2.5,19.2,"04","04","013","013"
"603","0401311350004013113500","113500","113500","P"," ",97.5,100,"04","04","013","013"
"604","0401311360004013113601","113600","113601","P"," ",44.3,100,"04","04","013","013"
"605","0401311360004013113602","113600","113602","P"," ",55.7,100,"04","04","013","013"
"606","0401311370004013113700","113700","113700"," "," ",100,100,"04","04","013","013"
"607","0401311380004013113800","113800","113800"," "," ",100,100,"04","04","013","013"
"608","0401311390004013113900","113900","113900"," "," ",100,100,"04","04","013","013"
"609","0401311400004013114000","114000","114000"," "," ",100,100,"04","04","013","013"
"610","0401311410004013114100","114100","114100"," "," ",100,100,"04","04","013","013"
"611","0401311420004013114200","114200","114200"," ","P",100,100,"04","04","013","013"
"612","0401311490004013114200","114900","114200","P","P",0,0,"04","04","013","013"
"613","0401311430004013114301","114300","114301","P"," ",33.1,100,"04","04","013","013"
"614","0401311430004013114302","114300","114302","P"," ",66.9,100,"04","04","013","013"
"615","0401311440004013114401","114400","114401","P"," ",47.5,100,"04","04","013","013"
"616","0401311440004013114402","114400","114402","P"," ",52.5,100,"04","04","013","013"
"617","0401311450004013114500","114500","114500"," "," ",100,100,"04","04","013","013"
"618","0401311460004013114600","114600","114600"," "," ",100,100,"04","04","013","013"
"619","0401311470004013114701","114700","114701","P"," ",11,100,"04","04","013","013"
"620","0401311470004013114702","114700","114702","P"," ",10,100,"04","04","013","013"
"621","0401311470004013114703","114700","114703","P"," ",79.1,100,"04","04","013","013"
"622","0401311480004013114800","114800","114800"," "," ",100,100,"04","04","013","013"
"623","0401311490004013114900","114900","114900","P"," ",100,100,"04","04","013","013"
"624","0401311500004013115000","115000","115000"," "," ",100,100,"04","04","013","013"
"625","0401311510004013115100","115100","115100"," "," ",100,100,"04","04","013","013"
"626","0401311520004013115200","115200","115200"," "," ",100,100,"04","04","013","013"
"627","0401311530004013115300","115300","115300"," "," ",100,100,"04","04","013","013"
"628","0401311540004013115400","115400","115400"," "," ",100,100,"04","04","013","013"
"629","0401311550004013115500","115500","115500"," "," ",100,100,"04","04","013","013"
"630","0401311560004013115600","115600","115600"," "," ",100,100,"04","04","013","013"
"631","0401311570004013115700","115700","115700"," "," ",100,100,"04","04","013","013"
"632","0401311580004013115801","115800","115801","P"," ",60.7,100,"04","04","013","013"
"633","0401311580004013115802","115800","115802","P"," ",39.3,100,"04","04","013","013"
"634","0401311590004013115900","115900","115900"," "," ",100,100,"04","04","013","013"
"635","0401311600004013116000","116000","116000"," "," ",100,100,"04","04","013","013"
"636","0401311610004013116100","116100","116100"," "," ",100,100,"04","04","013","013"
"637","0401311620204013116202","116202","116202","P"," ",55.2,100,"04","04","013","013"
"638","0401311620304013116203","116203","116203"," "," ",100,100,"04","04","013","013"
"639","0401311620404013116204","116204","116204"," "," ",100,100,"04","04","013","013"
"640","0401311620204013116205","116202","116205","P"," ",44.8,100,"04","04","013","013"
"641","0401311630004013116300","116300","116300"," "," ",100,100,"04","04","013","013"
"642","0401311640004013116400","116400","116400"," "," ",100,100,"04","04","013","013"
"643","0401311650004013116500","116500","116500"," "," ",100,100,"04","04","013","013"
"644","0401311660104013116601","116601","116601","P","P",70.1,100,"04","04","013","013"
"645","0401362320004013116601","623200","116601","P","P",0,0,"04","04","013","013"
"646","0401311660204013116602","116602","116602"," "," ",100,100,"04","04","013","013"
"647","0401311670204013116702","116702","116702","P"," ",92.9,100,"04","04","013","013"
"648","0401311670304013116703","116703","116703"," "," ",100,100,"04","04","013","013"
"649","0401311670404013116704","116704","116704","P","P",100,100,"04","04","013","013"
"650","0401311670704013116704","116707","116704","P","P",0,0,"04","04","013","013"
"651","0401311660104013116705","116601","116705","P","P",29.9,76.3,"04","04","013","013"
"652","0401311670204013116705","116702","116705","P","P",7.1,17.5,"04","04","013","013"
"653","0401311670504013116705","116705","116705"," ","P",100,6.3,"04","04","013","013"
"654","0401311670404013116707","116704","116707","P","P",0,0,"04","04","013","013"
"655","0401311670704013116707","116707","116707","P","P",40,100,"04","04","013","013"
"656","0401311670804013116708","116708","116708"," "," ",100,100,"04","04","013","013"
"657","0401311670704013116709","116707","116709","P"," ",30.7,100,"04","04","013","013"
"658","0401311671004013116710","116710","116710","P"," ",99.3,100,"04","04","013","013"
"659","0401311671004013116711","116710","116711","P","P",0.7,1.8,"04","04","013","013"
"660","0401311671104013116711","116711","116711","P","P",26.6,98.2,"04","04","013","013"
"661","0401311671204013116712","116712","116712"," "," ",100,100,"04","04","013","013"
"662","0401311671304013116713","116713","116713"," "," ",100,100,"04","04","013","013"
"663","0401311671404013116714","116714","116714","P"," ",9.8,100,"04","04","013","013"
"664","0401311670704013116715","116707","116715","P"," ",29.3,100,"04","04","013","013"
"665","0401311671104013116717","116711","116717","P"," ",48,100,"04","04","013","013"
"666","0401311671104013116718","116711","116718","P"," ",25.4,100,"04","04","013","013"
"667","0401311671404013116719","116714","116719","P"," ",17.6,100,"04","04","013","013"
"668","0401311671404013116720","116714","116720","P"," ",9.6,100,"04","04","013","013"
"669","0401311671404013116721","116714","116721","P"," ",10.3,100,"04","04","013","013"
"670","0401311671404013116725","116714","116725","P"," ",11.5,100,"04","04","013","013"
"671","0401311671404013116726","116714","116726","P"," ",7.5,100,"04","04","013","013"
"672","0401311671404013116727","116714","116727","P"," ",9.6,100,"04","04","013","013"
"673","0401311671404013116728","116714","116728","P"," ",11.3,100,"04","04","013","013"
"674","0401311671404013116729","116714","116729","P"," ",12.8,100,"04","04","013","013"
"675","0401310320904013216802","103209","216802","P","P",0,0,"04","04","013","013"
"676","0401321680204013216802","216802","216802"," ","P",100,100,"04","04","013","013"
"677","0401321680604013216806","216806","216806"," "," ",100,100,"04","04","013","013"
"678","0401321680704013216807","216807","216807"," ","P",100,100,"04","04","013","013"
"679","0401321680904013216807","216809","216807","P","P",0,0,"04","04","013","013"
"680","0401321680904013216809","216809","216809","P"," ",33.9,100,"04","04","013","013"
"681","0401321680904013216810","216809","216810","P"," ",10,100,"04","04","013","013"
"682","0401321680904013216811","216809","216811","P"," ",55,100,"04","04","013","013"
"683","0401321681204013216812","216812","216812"," "," ",100,100,"04","04","013","013"
"684","0401321681304013216813","216813","216813"," "," ",100,100,"04","04","013","013"
"685","0401321681404013216814","216814","216814"," "," ",100,100,"04","04","013","013"
"686","0401321681504013216815","216815","216815","P"," ",36.8,100,"04","04","013","013"
"687","0401321681604013216816","216816","216816"," "," ",100,100,"04","04","013","013"
"688","0401321681704013216817","216817","216817","P"," ",0,100,"04","04","013","013"
"689","0401321681804013216818","216818","216818","P"," ",59.2,100,"04","04","013","013"
"690","0401321681704013216819","216817","216819","P","P",0,0,"04","04","013","013"
"691","0401321681904013216819","216819","216819","P","P",54.9,100,"04","04","013","013"
"692","0401321681804013216820","216818","216820","P"," ",40.8,100,"04","04","013","013"
"693","0401321681804013216821","216818","216821","P","P",0.1,0.2,"04","04","013","013"
"694","0401321681904013216821","216819","216821","P","P",45.1,99.8,"04","04","013","013"
"695","0401321681704013216822","216817","216822","P"," ",6.4,100,"04","04","013","013"
"696","0401321681704013216823","216817","216823","P"," ",16.3,100,"04","04","013","013"
"697","0401321681704013216824","216817","216824","P"," ",14.1,100,"04","04","013","013"
"698","0401321680904013216825","216809","216825","P","P",1.2,1.1,"04","04","013","013"
"699","0401321681704013216825","216817","216825","P","P",36.9,98.9,"04","04","013","013"
"700","0401321681504013216826","216815","216826","P"," ",20.1,100,"04","04","013","013"
"701","0401321681504013216827","216815","216827","P"," ",43.1,100,"04","04","013","013"
"702","0401321681704013216828","216817","216828","P"," ",19.6,100,"04","04","013","013"
"703","0401321681704013216829","216817","216829","P"," ",6,100,"04","04","013","013"
"704","0401321690104013216901","216901","216901","P"," ",100,100,"04","04","013","013"
"705","0401321690204013216902","216902","216902"," "," ",100,100,"04","04","013","013"
"706","0401321700104013217001","217001","217001","P"," ",99.7,100,"04","04","013","013"
"707","0401321700204013217002","217002","217002"," "," ",100,100,"04","04","013","013"
"708","0401321710104013217101","217101","217101"," "," ",100,100,"04","04","013","013"
"709","0401321710204013217102","217102","217102"," "," ",100,100,"04","04","013","013"
"710","0401321720104013217201","217201","217201"," "," ",100,100,"04","04","013","013"
"711","0401321720204013217202","217202","217202"," "," ",100,100,"04","04","013","013"
"712","0401321730004013217300","217300","217300"," "," ",100,100,"04","04","013","013"
"713","0401311110004013217400","111100","217400","P","P",0,0,"04","04","013","013"
"714","0401321740004013217400","217400","217400","P","P",100,100,"04","04","013","013"
"715","0401321750004013217500","217500","217500"," "," ",100,100,"04","04","013","013"
"716","0401321760004013217600","217600","217600"," "," ",100,100,"04","04","013","013"
"717","0401321770004013217700","217700","217700"," "," ",100,100,"04","04","013","013"
"718","0401321780004013217800","217800","217800"," "," ",100,100,"04","04","013","013"
"719","0401321790004013217900","217900","217900"," "," ",100,100,"04","04","013","013"
"720","0401321800004013218000","218000","218000"," "," ",100,100,"04","04","013","013"
"721","0401321810004013218100","218100","218100"," "," ",100,100,"04","04","013","013"
"722","0401321820004013218200","218200","218200"," "," ",100,100,"04","04","013","013"
"723","0401321830004013218300","218300","218300"," "," ",100,100,"04","04","013","013"
"724","0401331840004013318400","318400","318400","P","P",99.6,100,"04","04","013","013"
"725","0401342120104013318400","421201","318400","P","P",0,0,"04","04","013","013"
"726","0401331850104013318501","318501","318501"," "," ",100,100,"04","04","013","013"
"727","0401331850204013318502","318502","318502","P","P",100,98.9,"04","04","013","013"
"728","0401331860004013318502","318600","318502","P","P",95.8,1.1,"04","04","013","013"
"729","0401331850204013318600","318502","318600","P","P",0,0,"04","04","013","013"
"730","0401331860004013318600","318600","318600","P","P",4.2,100,"04","04","013","013"
"731","0401331870004013318600","318700","318600","P","P",0,0,"04","04","013","013"
"732","0401331870004013318700","318700","318700","P"," ",100,100,"04","04","013","013"
"733","0401331880004013318800","318800","318800"," "," ",100,100,"04","04","013","013"
"734","0401331890004013318900","318900","318900"," "," ",100,100,"04","04","013","013"
"735","0401331900004013319000","319000","319000"," "," ",100,100,"04","04","013","013"
"736","0401331910004013319101","319100","319101","P"," ",24,100,"04","04","013","013"
"737","0401331910004013319102","319100","319102","P"," ",76,100,"04","04","013","013"
"738","0401331920004013319200","319200","319200"," "," ",100,100,"04","04","013","013"
"739","0401331930004013319300","319300","319300"," "," ",100,100,"04","04","013","013"
"740","0401331940104013319401","319401","319401"," "," ",100,100,"04","04","013","013"
"741","0401331940204013319402","319402","319402","P"," ",100,100,"04","04","013","013"
"742","0401331940304013319403","319403","319403"," "," ",100,100,"04","04","013","013"
"743","0401331940204013319404","319402","319404","P","P",0,0,"04","04","013","013"
"744","0401331940404013319404","319404","319404"," ","P",100,100,"04","04","013","013"
"745","0401342220504013319404","422205","319404","P","P",0,0,"04","04","013","013"
"746","0401331950004013319500","319500","319500"," "," ",100,100,"04","04","013","013"
"747","0401331960004013319600","319600","319600"," "," ",100,100,"04","04","013","013"
"748","0401331970204013319702","319702","319702"," ","P",100,99.7,"04","04","013","013"
"749","0401331970304013319702","319703","319702","P","P",0.7,0.3,"04","04","013","013"
"750","0401331970304013319703","319703","319703","P"," ",99.3,100,"04","04","013","013"
"751","0401331970404013319704","319704","319704"," "," ",100,100,"04","04","013","013"
"752","0401331980004013319800","319800","319800"," "," ",100,100,"04","04","013","013"
"753","0401331990204013319902","319902","319902"," "," ",100,100,"04","04","013","013"
"754","0401331990304013319903","319903","319903"," "," ",100,100,"04","04","013","013"
"755","0401331990404013319904","319904","319904"," ","P",100,99.7,"04","04","013","013"
"756","0401342221204013319904","422212","319904","P","P",0.4,0.3,"04","04","013","013"
"757","0401331990504013319905","319905","319905"," "," ",100,100,"04","04","013","013"
"758","0401331990604013319906","319906","319906"," "," ",100,100,"04","04","013","013"
"759","0401331990704013319907","319907","319907","P"," ",27.8,100,"04","04","013","013"
"760","0401331990804013319908","319908","319908"," "," ",100,100,"04","04","013","013"
"761","0401331990704013319909","319907","319909","P"," ",28.2,100,"04","04","013","013"
"762","0401331990704013319910","319907","319910","P"," ",44,100,"04","04","013","013"
"763","0401332000104013320001","320001","320001","P"," ",50,100,"04","04","013","013"
"764","0401332000204013320002","320002","320002"," "," ",100,100,"04","04","013","013"
"765","0401332000104013320007","320001","320007","P"," ",50,100,"04","04","013","013"
"766","0401342010104013420101","420101","420101","P"," ",22.3,100,"04","04","013","013"
"767","0401342010204013420102","420102","420102"," "," ",100,100,"04","04","013","013"
"768","0401342010304013420103","420103","420103"," "," ",100,100,"04","04","013","013"
"769","0401342010104013420104","420101","420104","P"," ",18.8,100,"04","04","013","013"
"770","0401342010104013420105","420101","420105","P"," ",17.6,100,"04","04","013","013"
"771","0401342010104013420106","420101","420106","P"," ",41.3,100,"04","04","013","013"
"772","0401342020204013420202","420202","420202","P"," ",32.4,100,"04","04","013","013"
"773","0401342020304013420203","420203","420203"," "," ",100,100,"04","04","013","013"
"774","0401342020404013420204","420204","420204","P"," ",49.3,100,"04","04","013","013"
"775","0401342020604013420206","420206","420206","P"," ",36.1,100,"04","04","013","013"
"776","0401342020604013420207","420206","420207","P","P",3.1,12.2,"04","04","013","013"
"777","0401342020704013420207","420207","420207"," ","P",100,87.8,"04","04","013","013"
"778","0401342020204013420208","420202","420208","P"," ",37.7,100,"04","04","013","013"
"779","0401342020204013420209","420202","420209","P"," ",29.8,100,"04","04","013","013"
"780","0401342020404013420210","420204","420210","P"," ",50.7,100,"04","04","013","013"
"781","0401342020604013420211","420206","420211","P"," ",36.6,100,"04","04","013","013"
"782","0401342020604013420212","420206","420212","P"," ",24.2,100,"04","04","013","013"
"783","0401342030004013420301","420300","420301","P"," ",18.3,100,"04","04","013","013"
"784","0401342030004013420302","420300","420302","P"," ",40.1,100,"04","04","013","013"
"785","0401342030004013420303","420300","420303","P"," ",33.1,100,"04","04","013","013"
"786","0401342030004013420304","420300","420304","P"," ",7.4,100,"04","04","013","013"
"787","0401302020004013420400","020200","420400","P","P",0,0,"04","04","013","013"
"788","0401342030004013420400","420300","420400","P","P",1.1,2,"04","04","013","013"
"789","0401342040004013420400","420400","420400"," ","P",100,98,"04","04","013","013"
"790","0401342050104013420501","420501","420501"," "," ",100,100,"04","04","013","013"
"791","0401342050204013420502","420502","420502"," "," ",100,100,"04","04","013","013"
"792","0401342060204013420602","420602","420602"," "," ",100,100,"04","04","013","013"
"793","0401342060304013420603","420603","420603"," "," ",100,100,"04","04","013","013"
"794","0401342060404013420604","420604","420604"," "," ",100,100,"04","04","013","013"
"795","0401342070204013420702","420702","420702"," "," ",100,100,"04","04","013","013"
"796","0401342070304013420703","420703","420703"," "," ",100,100,"04","04","013","013"
"797","0401342070404013420704","420704","420704","P"," ",43.9,100,"04","04","013","013"
"798","0401342070404013420705","420704","420705","P"," ",19.1,100,"04","04","013","013"
"799","0401342070404013420706","420704","420706","P"," ",37,100,"04","04","013","013"
"800","0401342080004013420800","420800","420800"," "," ",100,100,"04","04","013","013"
"801","0401342090104013420901","420901","420901"," "," ",100,100,"04","04","013","013"
"802","0401342090204013420902","420902","420902"," "," ",100,100,"04","04","013","013"
"803","0401342100004013421000","421000","421000"," "," ",100,100,"04","04","013","013"
"804","0401342110104013421101","421101","421101","P"," ",100,100,"04","04","013","013"
"805","0401342110204013421102","421102","421102"," "," ",100,100,"04","04","013","013"
"806","0401302020004013421201","020200","421201","P","P",0,0,"04","04","013","013"
"807","0401331840004013421201","318400","421201","P","P",0.4,0.6,"04","04","013","013"
"808","0401342120104013421201","421201","421201","P","P",100,99.4,"04","04","013","013"
"809","0401342120204013421202","421202","421202"," "," ",100,100,"04","04","013","013"
"810","0401342130104013421301","421301","421301"," "," ",100,100,"04","04","013","013"
"811","0401342130204013421302","421302","421302"," "," ",100,100,"04","04","013","013"
"812","0401342140004013421400","421400","421400"," "," ",100,100,"04","04","013","013"
"813","0401342150104013421501","421501","421501"," "," ",100,100,"04","04","013","013"
"814","0401342150204013421502","421502","421502"," "," ",100,100,"04","04","013","013"
"815","0401342160104013421601","421601","421601"," "," ",100,100,"04","04","013","013"
"816","0401342160204013421602","421602","421602"," "," ",100,100,"04","04","013","013"
"817","0401342170004013421700","421700","421700"," "," ",100,100,"04","04","013","013"
"818","0401342180104013421801","421801","421801"," "," ",100,100,"04","04","013","013"
"819","0401342180204013421802","421802","421802"," "," ",100,100,"04","04","013","013"
"820","0401342190104013421901","421901","421901"," "," ",100,100,"04","04","013","013"
"821","0401342190204013421902","421902","421902"," "," ",100,100,"04","04","013","013"
"822","0401342200104013422001","422001","422001"," "," ",100,100,"04","04","013","013"
"823","0401342200204013422002","422002","422002"," "," ",100,100,"04","04","013","013"
"824","0401342210204013422102","422102","422102"," "," ",100,100,"04","04","013","013"
"825","0401342210304013422103","422103","422103","P"," ",54.7,100,"04","04","013","013"
"826","0401342210404013422104","422104","422104"," "," ",100,100,"04","04","013","013"
"827","0401342210504013422105","422105","422105"," "," ",100,100,"04","04","013","013"
"828","0401342210604013422106","422106","422106"," "," ",100,100,"04","04","013","013"
"829","0401342210304013422107","422103","422107","P"," ",45.3,100,"04","04","013","013"
"830","0401342220304013422203","422203","422203"," "," ",100,100,"04","04","013","013"
"831","0401342220404013422204","422204","422204"," "," ",100,100,"04","04","013","013"
"832","0401331940204013422205","319402","422205","P","P",0,0,"04","04","013","013"
"833","0401342220504013422205","422205","422205","P","P",100,100,"04","04","013","013"
"834","0401342220904013422209","422209","422209","P"," ",72.8,100,"04","04","013","013"
"835","0401342221004013422210","422210","422210","P"," ",64.4,100,"04","04","013","013"
"836","0401342221104013422211","422211","422211","P"," ",45.8,100,"04","04","013","013"
"837","0401342221204013422212","422212","422212","P"," ",99.6,100,"04","04","013","013"
"838","0401342221304013422213","422213","422213"," "," ",100,100,"04","04","013","013"
"839","0401342221404013422214","422214","422214"," "," ",100,100,"04","04","013","013"
"840","0401342221504013422215","422215","422215"," "," ",100,100,"04","04","013","013"
"841","0401342221604013422216","422216","422216"," "," ",100,100,"04","04","013","013"
"842","0401342221704013422217","422217","422217"," "," ",100,100,"04","04","013","013"
"843","0401342221104013422218","422211","422218","P"," ",54.2,100,"04","04","013","013"
"844","0401342221004013422219","422210","422219","P"," ",35.6,100,"04","04","013","013"
"845","0401342220904013422220","422209","422220","P"," ",27.2,100,"04","04","013","013"
"846","0401342230104013422301","422301","422301","P"," ",100,100,"04","04","013","013"
"847","0401342230104013422302","422301","422302","P","P",0,0,"04","04","013","013"
"848","0401342230204013422302","422302","422302"," ","P",100,100,"04","04","013","013"
"849","0401342230404013422304","422304","422304","P"," ",13.2,100,"04","04","013","013"
"850","0401342230504013422305","422305","422305","P"," ",53,100,"04","04","013","013"
"851","0401342230404013422307","422304","422307","P"," ",39.9,100,"04","04","013","013"
"852","0401342230404013422308","422304","422308","P","P",46.9,99.7,"04","04","013","013"
"853","0401342250604013422308","422506","422308","P","P",0.2,0.3,"04","04","013","013"
"854","0401342230504013422309","422305","422309","P"," ",47,100,"04","04","013","013"
"855","0401342240104013422401","422401","422401","P"," ",36.2,100,"04","04","013","013"
"856","0401342240204013422402","422402","422402","P"," ",55,100,"04","04","013","013"
"857","0401342240104013422403","422401","422403","P"," ",63.8,100,"04","04","013","013"
"858","0401342240204013422404","422402","422404","P"," ",44.9,100,"04","04","013","013"
"859","0401342250104013422501","422501","422501"," "," ",100,100,"04","04","013","013"
"860","0401342250204013422502","422502","422502"," "," ",100,100,"04","04","013","013"
"861","0401342250304013422503","422503","422503"," "," ",100,100,"04","04","013","013"
"862","0401342250404013422504","422504","422504","P"," ",37.5,100,"04","04","013","013"
"863","0401342250604013422506","422506","422506","P"," ",58.7,100,"04","04","013","013"
"864","0401342250704013422507","422507","422507","P"," ",22,100,"04","04","013","013"
"865","0401342250604013422508","422506","422508","P"," ",41.1,100,"04","04","013","013"
"866","0401342240204013422509","422402","422509","P","P",0.1,0.3,"04","04","013","013"
"867","0401342250704013422509","422507","422509","P","P",26.5,99.7,"04","04","013","013"
"868","0401342250704013422510","422507","422510","P"," ",14.1,100,"04","04","013","013"
"869","0401342250704013422511","422507","422511","P"," ",12.8,100,"04","04","013","013"
"870","0401342250704013422512","422507","422512","P","P",24.7,99.9,"04","04","013","013"
"871","0401342260104013422512","422601","422512","P","P",0,0.1,"04","04","013","013"
"872","0401342250404013422513","422504","422513","P"," ",33.8,100,"04","04","013","013"
"873","0401342250404013422514","422504","422514","P"," ",28.8,100,"04","04","013","013"
"874","0401342260104013422601","422601","422601","P"," ",9.4,100,"04","04","013","013"
"875","0401342260104013422602","422601","422602","P"," ",11.6,100,"04","04","013","013"
"876","0401342260304013422603","422603","422603"," "," ",100,100,"04","04","013","013"
"877","0401342260404013422604","422604","422604","P"," ",100,100,"04","04","013","013"
"878","0401342260504013422605","422605","422605"," "," ",100,100,"04","04","013","013"
"879","0401342260104013422606","422601","422606","P"," ",8.6,100,"04","04","013","013"
"880","0401342260704013422607","422607","422607"," "," ",100,100,"04","04","013","013"
"881","0401342260804013422608","422608","422608","P"," ",94.2,100,"04","04","013","013"
"882","0401342260404013422609","422604","422609","P","P",0,0,"04","04","013","013"
"883","0401342260904013422609","422609","422609"," ","P",100,100,"04","04","013","013"
"884","0401342261004013422610","422610","422610"," "," ",100,100,"04","04","013","013"
"885","0401342260804013422611","422608","422611","P","P",5.8,6.7,"04","04","013","013"
"886","0401342261104013422611","422611","422611"," ","P",100,93.3,"04","04","013","013"
"887","0401342260104013422612","422601","422612","P"," ",12.2,100,"04","04","013","013"
"888","0401342260104013422614","422601","422614","P"," ",13.6,100,"04","04","013","013"
"889","0401342260104013422615","422601","422615","P"," ",6.2,100,"04","04","013","013"
"890","0401342260104013422616","422601","422616","P"," ",5.3,100,"04","04","013","013"
"891","0401342260104013422617","422601","422617","P"," ",14.7,100,"04","04","013","013"
"892","0401342260104013422618","422601","422618","P"," ",7.4,100,"04","04","013","013"
"893","0401342260104013422619","422601","422619","P"," ",11.1,100,"04","04","013","013"
"894","0401352270304013522703","522703","522703","P"," ",2.3,100,"04","04","013","013"
"895","0401352270804013522708","522708","522708","P"," ",100,100,"04","04","013","013"
"896","0401352270904013522709","522709","522709","P","P",100,98.5,"04","04","013","013"
"897","0401352272104013522709","522721","522709","P","P",0.2,1.5,"04","04","013","013"
"898","0401352271104013522711","522711","522711","P","P",97.8,98.4,"04","04","013","013"
"899","0401352272004013522711","522720","522711","P","P",1.6,1.6,"04","04","013","013"
"900","0401352271204013522712","522712","522712","P"," ",18,100,"04","04","013","013"
"901","0401352271304013522713","522713","522713"," "," ",100,100,"04","04","013","013"
"902","0401352271404013522714","522714","522714"," "," ",100,100,"04","04","013","013"
"903","0401352271504013522715","522715","522715","P"," ",100,100,"04","04","013","013"
"904","0401352271604013522716","522716","522716","P"," ",7.2,100,"04","04","013","013"
"905","0401352271604013522717","522716","522717","P","P",18.3,44,"04","04","013","013"
"906","0401352271704013522717","522717","522717"," ","P",100,56,"04","04","013","013"
"907","0401352271804013522718","522718","522718","P"," ",64.8,100,"04","04","013","013"
"908","0401352270304013522719","522703","522719","P","P",0,0,"04","04","013","013"
"909","0401352271904013522719","522719","522719","P","P",45.3,100,"04","04","013","013"
"910","0401352271104013522720","522711","522720","P","P",2.2,2.2,"04","04","013","013"
"911","0401352271204013522720","522712","522720","P","P",0,0,"04","04","013","013"
"912","0401352272004013522720","522720","522720","P","P",98.4,97.8,"04","04","013","013"
"913","0401352270904013522721","522709","522721","P","P",0,0,"04","04","013","013"
"914","0401352272104013522721","522721","522721","P","P",48.3,100,"04","04","013","013"
"915","0401352272104013522722","522721","522722","P"," ",51.4,100,"04","04","013","013"
"916","0401352271004013522723","522710","522723","P"," ",67.3,100,"04","04","013","013"
"917","0401352271004013522724","522710","522724","P"," ",32.7,100,"04","04","013","013"
"918","0401352271204013522725","522712","522725","P"," ",26,100,"04","04","013","013"
"919","0401352271204013522726","522712","522726","P"," ",55.9,100,"04","04","013","013"
"920","0401352271804013522727","522718","522727","P"," ",35.2,100,"04","04","013","013"
"921","0401352271904013522729","522719","522729","P"," ",54.7,100,"04","04","013","013"
"922","0401352271504013522730","522715","522730","P","P",0,0,"04","04","013","013"
