04013104225 4148100004013104225 41481000 4148 2471AZMaricopa
04013104226 3892100004013104226 38921000 3892 2535AZMaricopa
04013104221P 8445026604013104227 22451000 2245 1098AZMaricopa
04013104300 7441100004013104300 74411000 7441 2495AZMaricopa
04013104400 7043100004013104400 70431000 7043 5147AZMaricopa
04013104500P 10177045204013104501 46031000 4603 1220AZMaricopa
04013104500P 10177054804013104502 55741000 5574 1336AZMaricopa
04013103800P 8825001704013104600P 41690035 146 299AZMaricopa
04013104600 4023100004013104600P 41690965 4023 2444AZMaricopa
04013104700 7723100004013104700 77231000 7723 2530AZMaricopa
04013104801 3895100004013104801P 38990999 3895 5700AZMaricopa
04013105101P 4803000104013104801P 38990001 4 31AZMaricopa
04013104802 6312100004013104802 63121000 6312 3308AZMaricopa
04013104900 4424100004013104900 44241000 4424 2520AZMaricopa
04013105001 8151100004013105001P 81511000 8151 23413AZMaricopa
04013216901P 2832000004013105001P 81510000 0 207AZMaricopa
04013105002 2726100004013105002P 27410995 2726 8030AZMaricopa
04013107900P 3952000104013105002P 27410001 2 19AZMaricopa
04013216901P 2832000004013105002P 27410000 1 33AZMaricopa
04013217001P 4299000304013105002P 27410004 12 10AZMaricopa
04013105101P 4803099904013105101 47991000 4799 6135AZMaricopa
04013105102 4329100004013105102P 43330999 4329 19284AZMaricopa
04013106300P 5315000104013105102P 43330001 4 7AZMaricopa
04013105101P 4803000004013105103P 31210000 0 4AZMaricopa
04013105103 3121100004013105103P 31211000 3121 9618AZMaricopa
04013105200 6615100004013105200 66151000 6615 4097AZMaricopa
04013105300 5644100004013105300 56441000 5644 2660AZMaricopa
04013105400 3729100004013105400 37291000 3729 2529AZMaricopa
04013105500 7504100004013105500 75041000 7504 2580AZMaricopa
04013105600P 9368038604013105601 36131000 3613 1264AZMaricopa
04013105600P 9368061404013105602 57551000 5755 1264AZMaricopa
04013105700P 7320046204013105701 33841000 3384 1282AZMaricopa
04013105700P 7320053804013105702 39361000 3936 1277AZMaricopa
04013105800 6281100004013105800 62811000 6281 2584AZMaricopa
04013105900 5371100004013105900 53711000 5371 2582AZMaricopa
04013106000 7592100004013106000 75921000 7592 2565AZMaricopa
04013106100 5172100004013106100 51721000 5172 2499AZMaricopa
04013106200 3453100004013106200 34531000 3453 2583AZMaricopa
04013106300P 5315099904013106300 53111000 5311 2672AZMaricopa
04013106400 2911100004013106400 29111000 2911 2563AZMaricopa
04013106500 6877100004013106500 68771000 6877 2663AZMaricopa
04013106600 3749100004013106600 37491000 3749 2631AZMaricopa
04013106700 6991100004013106700 69911000 6991 2462AZMaricopa
04013106800 8434100004013106800 84341000 8434 2617AZMaricopa
04013106900 6407100004013106900 64071000 6407 2581AZMaricopa
04013107000 6923100004013107000 69231000 6923 2638AZMaricopa
04013107100P 9503044304013107101 42141000 4214 1245AZMaricopa
04013107100P 9503055704013107102 52891000 5289 1338AZMaricopa
04013107200P 9423049904013107201 47031000 4703 1268AZMaricopa
04013107200P 9423050104013107202 47201000 4720 1242AZMaricopa
04013107300 6298100004013107300 62981000 6298 2583AZMaricopa
04013107400 7028100004013107400 70281000 7028 2522AZMaricopa
04013107500 3651100004013107500 36511000 3651 2660AZMaricopa
04013107600 6122100004013107600 61221000 6122 2637AZMaricopa
04013107700 3531100004013107700 35311000 3531 2626AZMaricopa
04013107800 2374100004013107800 23741000 2374 3611AZMaricopa
04013107900P 3952099904013107900 39501000 3950 7955AZMaricopa
04013108000 3547100004013108000 35471000 3547 3833AZMaricopa
04013108100 1874100004013108100 18741000 1874 1513AZMaricopa
04013108200 3354100004013108200 33541000 3354 1558AZMaricopa
04013108300 6445100004013108300 64451000 6445 3602AZMaricopa
04013108400 5351100004013108400 53511000 5351 2582AZMaricopa
04013108500 5514100004013108500 55141000 5514 2563AZMaricopa
04013108600P 8348043704013108601 36461000 3646 800AZMaricopa
04013108600P 8348056304013108602 47021000 4702 1786AZMaricopa
04013108700 261100004013108700 2611000 261 753AZMaricopa
04013108800P 4834033704013108801 16301000 1630 791AZMaricopa
04013108800P 4834066304013108802 32041000 3204 1079AZMaricopa
04013108900P 8495038504013108901 32731000 3273 1017AZMaricopa
04013108900P 8495061504013108902 52221000 5222 1468AZMaricopa
04013109000 15652100004013109000 156521000 15652 2551AZMaricopa
04013109100 9085100004013109100 90851000 9085 2556AZMaricopa
04013109200 4724100004013109200 47241000 4724 2592AZMaricopa
04013109300 4707100004013109300 47071000 4707 2562AZMaricopa
04013109400 7814100004013109400 78141000 7814 2597AZMaricopa
04013109500 4496100004013109500 44961000 4496 2537AZMaricopa
04013109601P 9702053004013109601 51441000 5144 1215AZMaricopa
04013109602P 10097059904013109602 60501000 6050 1529AZMaricopa
04013109601P 9702047004013109603 45581000 4558 1319AZMaricopa
04013109602P 10097040104013109604 40471000 4047 1045AZMaricopa
04013109701P 9449073204013109701 69181000 6918 1313AZMaricopa
04013109702P 9138054604013109702 49891000 4989 1429AZMaricopa
04013109701P 9449026804013109703 25311000 2531 1296AZMaricopa
04013109702P 9138025204013109704 23071000 2307 615AZMaricopa
04013109702P 9138020204013109705 18421000 1842 526AZMaricopa
04013109800P 8423046104013109801 38801000 3880 1197AZMaricopa
04013109800P 8423053904013109802 45431000 4543 1310AZMaricopa
04013109900 6434100004013109900 64341000 6434 2605AZMaricopa
04013110000P 8823049104013110001 43291000 4329 1395AZMaricopa
04013110000P 8823050904013110002 44941000 4494 1183AZMaricopa
04013110100 7592100004013110100 75921000 7592 2561AZMaricopa
04013110200 469100004013110200 4691000 469 2621AZMaricopa
04013110300 8170100004013110300 81701000 8170 2522AZMaricopa
04013110400 6019100004013110400 60191000 6019 2486AZMaricopa
04013110500 4726100004013110500 47261000 4726 2710AZMaricopa
04013110600 5728100004013110600 57281000 5728 2603AZMaricopa
04013110700P 6239036604013110701 22841000 2284 806AZMaricopa
04013110700P 6239063404013110702 39551000 3955 1798AZMaricopa
04013110800 8896100004013110800 88961000 8896 2609AZMaricopa
04013110900 7940100004013110900 79401000 7940 2627AZMaricopa
04013111000 4717100004013111000 47171000 4717 2612AZMaricopa
04013111100P 4528100004013111100P 45281000 4528 3220AZMaricopa
04013217400P 3363000004013111100P 45280000 0 1AZMaricopa
04013111201 6145100004013111201 61451000 6145 1911AZMaricopa
04013111202P 4738037004013111202 17541000 1754 863AZMaricopa
04013111202P 4738021604013111203 10251000 1025 430AZMaricopa
04013111202P 4738041304013111204 19591000 1959 6835AZMaricopa
04013111300 6386100004013111300 63861000 6386 2608AZMaricopa
04013111400P 8794051104013111401 44981000 4498 1306AZMaricopa
04013111400P 8794048904013111402 42961000 4296 1322AZMaricopa
04013111500P 9661026204013111501 25341000 2534 701AZMaricopa
04013111500P 9661073804013111502 71271000 7127 1895AZMaricopa
04013111600P 10229033304013111601 34101000 3410 1309AZMaricopa
04013111600P 10229066704013111602 68191000 6819 1295AZMaricopa
04013111700 6801100004013111700 68011000 6801 2549AZMaricopa
04013111800 3551100004013111800 35511000 3551 2632AZMaricopa
04013111900 2612100004013111900 26121000 2612 2584AZMaricopa
04013112000 1856100004013112000 18561000 1856 2605AZMaricopa
04013112100 4204100004013112100 42041000 4204 2585AZMaricopa
04013112200P 9351050604013112201 47341000 4734 1439AZMaricopa
04013112200P 9351049404013112202 46171000 4617 1121AZMaricopa
04013112300P 13705043504013112301 59611000 5961 1264AZMaricopa
04013112300P 13705056504013112302 77441000 7744 1322AZMaricopa
04013112400P 10939052404013112401 57291000 5729 1298AZMaricopa
04013112400P 10939047604013112402 52101000 5210 1288AZMaricopa
04013112502P 8819060404013112502 53251000 5325 1251AZMaricopa
04013112503 7892100004013112503 78921000 7892 2537AZMaricopa
04013112502P 8819039604013112504 34941000 3494 1248AZMaricopa
04013112505 6867100004013112505 68671000 6867 2552AZMaricopa
04013112506P 10054052504013112506 52811000 5281 68627AZMaricopa
04013112506P 10054026804013112507 26991000 2699 1199AZMaricopa
04013112506P 10054020604013112508 20741000 2074 2014AZMaricopa
04013112600P 10529029904013112601 31471000 3147 654AZMaricopa
04013112600P 10529070104013112602 73821000 7382 1946AZMaricopa
04013112700 7826100004013112700 78261000 7826 2573AZMaricopa
04013112800 1030100004013112800 10301000 1030 2621AZMaricopa
04013112900 6255100004013112900 62551000 6255 2564AZMaricopa
04013113000 1612100004013113000P 16150998 1612 1316AZMaricopa
04013113100P 2384000104013113000P 16150002 3 0AZMaricopa
04013113100P 2384099904013113100 23811000 2381 1313AZMaricopa
04013113200P 9935034804013113201 34551000 3455 647AZMaricopa
04013113200P 9935033304013113202 33081000 3308 672AZMaricopa
04013113200P 9935031904013113203 31721000 3172 1289AZMaricopa
04013113300 6422100004013113300 64221000 6422 2599AZMaricopa
04013113400 867100004013113400P 10730808 867 661AZMaricopa
04013113500P 8216002504013113400P 10730192 206 15AZMaricopa
04013113500P 8216097504013113500 80101000 8010 1924AZMaricopa
04013113600P 5939044304013113601 26331000 2633 1618AZMaricopa
04013113600P 5939055704013113602 33061000 3306 1043AZMaricopa
04013113700 6952100004013113700 69521000 6952 2470AZMaricopa
04013113800 2319100004013113800 23191000 2319 18896AZMaricopa
04013113900 1471100004013113900 14711000 1471 2668AZMaricopa
04013114000 2477100004013114000 24771000 2477 2604AZMaricopa
04013114100 1929100004013114100 19291000 1929 1303AZMaricopa
04013114200 2056100004013114200P 20561000 2056 1302AZMaricopa
04013114900P 2906000004013114200P 20560000 0 5AZMaricopa
04013114300P 4230033104013114301 14011000 1401 1323AZMaricopa
04013114300P 4230066904013114302 28291000 2829 1310AZMaricopa
04013114400P 4533047504013114401 21521000 2152 1396AZMaricopa
04013114400P 4533052504013114402 23811000 2381 1201AZMaricopa
04013114500 6203100004013114500 62031000 6203 2607AZMaricopa
04013114600 2109100004013114600 21091000 2109 2588AZMaricopa
04013114700P 8647011004013114701 9471000 947 7632AZMaricopa
04013114700P 8647010004013114702 8621000 862 615AZMaricopa
04013114700P 8647079104013114703 68381000 6838 2619AZMaricopa
04013114800 3216100004013114800 32161000 3216 5495AZMaricopa
04013114900P 2906100004013114900 29061000 2906 2884AZMaricopa
04013115000 3229100004013115000 32291000 3229 3000AZMaricopa
04013115100 201100004013115100 2011000 201 3472AZMaricopa
04013115200 3113100004013115200 31131000 3113 7200AZMaricopa
04013115300 2394100004013115300 23941000 2394 4345AZMaricopa
04013115400 2879100004013115400 28791000 2879 2573AZMaricopa
04013115500 3979100004013115500 39791000 3979 2599AZMaricopa
04013115600 2672100004013115600 26721000 2672 2561AZMaricopa
04013115700 5194100004013115700 51941000 5194 2589AZMaricopa
04013115800P 7470060704013115801 45321000 4532 1305AZMaricopa
04013115800P 7470039304013115802 29381000 2938 1302AZMaricopa
04013115900 4118100004013115900 41181000 4118 2573AZMaricopa
04013116000 4711100004013116000 47111000 4711 2484AZMaricopa
04013116100 3987100004013116100 39871000 3987 2423AZMaricopa
04013116202P 9526055204013116202 52561000 5256 1461AZMaricopa
04013116203 2120100004013116203 21201000 2120 8056AZMaricopa
04013116204 3700100004013116204 37001000 3700 2579AZMaricopa
04013116202P 9526044804013116205 42701000 4270 1134AZMaricopa
04013116300 6357100004013116300 63571000 6357 2680AZMaricopa
04013116400 4711100004013116400 47111000 4711 2646AZMaricopa
04013116500 4786100004013116500 47861000 4786 2642AZMaricopa
04013116601P 8255070104013116601P 57881000 5788 61219AZMaricopa
04013623200P 2699000004013116601P 57880000 0 53AZMaricopa
04013116602 3369100004013116602 33691000 3369 2561AZMaricopa
04013116702P 8001092904013116702 74361000 7436 3563AZMaricopa
04013116703 3063100004013116703 30631000 3063 3552AZMaricopa
04013116704P 5500100004013116704P 55001000 5500 8228AZMaricopa
04013116707P 7673000004013116704P 55000000 0 3AZMaricopa
04013116601P 8255029904013116705P 32350763 2467 9189AZMaricopa
04013116702P 8001007104013116705P 32350175 565 344AZMaricopa
04013116705 203100004013116705P 32350063 203 65534AZMaricopa
04013116704P 5500000004013116707P 30690000 0 0AZMaricopa
04013116707P 7673040004013116707P 30691000 3069 1250AZMaricopa
04013116708 5395100004013116708 53951000 5395 3444AZMaricopa
04013116707P 7673030704013116709 23541000 2354 1185AZMaricopa
04013116710P 5153099304013116710 51171000 5117 3906AZMaricopa
04013116710P 5153000704013116711P 20050018 36 4AZMaricopa
04013116711P 7404026604013116711P 20050982 1969 1171AZMaricopa
04013116712 5156100004013116712 51561000 5156 3765AZMaricopa
04013116713 6619100004013116713 66191000 6619 2360AZMaricopa
04013116714P 38561009804013116714 37681000 3768 2822AZMaricopa
04013116707P 7673029304013116715 22501000 2250 1069AZMaricopa
04013116711P 7404048004013116717 35531000 3553 1147AZMaricopa
04013116711P 7404025404013116718 18821000 1882 903AZMaricopa
04013116714P 38561017604013116719 67741000 6774 3644AZMaricopa
04013116714P 38561009604013116720 37191000 3719 1912AZMaricopa
04013116714P 38561010304013116721 39871000 3987 2021AZMaricopa
04013116714P 38561011504013116725 44411000 4441 3858AZMaricopa
04013116714P 38561007504013116726 29081000 2908 7104AZMaricopa
04013116714P 38561009604013116727 36921000 3692 4914AZMaricopa
04013116714P 38561011304013116728 43451000 4345 6039AZMaricopa
04013116714P 38561012804013116729 49271000 4927 4089AZMaricopa
04013103209P 6194000004013216802P 61100000 1 2AZMaricopa
04013216802 6109100004013216802P 61101000 6109 7212AZMaricopa
04013216806 3087100004013216806 30871000 3087 1999AZMaricopa
04013216807 5353100004013216807P 53531000 5353 3507AZMaricopa
04013216809P 13163000004013216807P 53530000 0 704AZMaricopa
04013216809P 13163033904013216809 44561000 4456 9660AZMaricopa
04013216809P 13163010004013216810 13121000 1312 1933AZMaricopa
04013216809P 13163055004013216811 72381000 7238 5236AZMaricopa
04013216812 4846100004013216812 48461000 4846 5337AZMaricopa
04013216813 4137100004013216813 41371000 4137 4303AZMaricopa
04013216814 9122100004013216814 91221000 9122 7031AZMaricopa
04013216815P 25441036804013216815 93551000 9355 5757AZMaricopa
04013216816 5733100004013216816 57331000 5733 15955AZMaricopa
04013216817P 39270000004013216817 91000 9 81078AZMaricopa
04013216818P 10099059204013216818 59761000 5976 8234AZMaricopa
04013216817P 39270000004013216819P 55830000 0 3264AZMaricopa
04013216819P 10169054904013216819P 55831000 5583 25201AZMaricopa
04013216818P 10099040804013216820 41161000 4116 4677AZMaricopa
04013216818P 10099000104013216821P 45930002 7 16AZMaricopa
04013216819P 10169045104013216821P 45930998 4586 15427AZMaricopa
04013216817P 39270006404013216822 25161000 2516 23257AZMaricopa
04013216817P 39270016304013216823 64191000 6419 14524AZMaricopa
04013216817P 39270014104013216824 55231000 5523 18323AZMaricopa
04013216809P 13163001204013216825P 146580011 157 1003AZMaricopa
04013216817P 39270036904013216825P 146580989 14501 52879AZMaricopa
04013216815P 25441020104013216826 51171000 5117 2574AZMaricopa
04013216815P 25441043104013216827 109691000 10969 4462AZMaricopa
04013216817P 39270019604013216828 76961000 7696 89088AZMaricopa
04013216817P 39270006004013216829 23561000 2356 93368AZMaricopa
04013216901P 2832100004013216901 28311000 2831 2720AZMaricopa
04013216902 4030100004013216902 40301000 4030 2604AZMaricopa
04013217001P 4299099704013217001 42871000 4287 2898AZMaricopa
04013217002 5708100004013217002 57081000 5708 2625AZMaricopa
04013217101 2827100004013217101 28271000 2827 1346AZMaricopa
04013217102 2801100004013217102 28011000 2801 1286AZMaricopa
04013217201 856100004013217201 8561000 856 2107AZMaricopa
04013217202 6889100004013217202 68891000 6889 1959AZMaricopa
04013217300 2425100004013217300 24251000 2425 2541AZMaricopa
04013111100P 4528000004013217400P 33630000 0 1AZMaricopa
04013217400P 3363100004013217400P 33631000 3363 2169AZMaricopa
04013217500 6827100004013217500 68271000 6827 1855AZMaricopa
04013217600 4673100004013217600 46731000 4673 1934AZMaricopa
04013217700 5222100004013217700 52221000 5222 2551AZMaricopa
04013217800 6293100004013217800 62931000 6293 2544AZMaricopa
04013217900 3833100004013217900 38331000 3833 2571AZMaricopa
04013218000 5614100004013218000 56141000 5614 2550AZMaricopa
04013218100 2037100004013218100 20371000 2037 981AZMaricopa
04013218200 5825100004013218200 58251000 5825 2532AZMaricopa
04013218300 4694100004013218300 46941000 4694 2247AZMaricopa
04013318400P 4464099604013318400P 44461000 4446 8129AZMaricopa
04013421201P 2895000004013318400P 44460000 0 29AZMaricopa
04013318501 3333100004013318501 33331000 3333 1235AZMaricopa
04013318502P 2116100004013318502P 21390989 2116 937AZMaricopa
04013318600P 24095804013318502P 21390011 23 19AZMaricopa
04013318502P 2116000004013318600P 10000 0 49AZMaricopa
04013318600P 24004204013318600P 11000 1 3023AZMaricopa
04013318700P 2693000004013318600P 10000 0 225AZMaricopa
04013318700P 2693100004013318700 26931000 2693 2376AZMaricopa
04013318800 6239100004013318800 62391000 6239 3076AZMaricopa
04013318900 6753100004013318900 67531000 6753 2592AZMaricopa
04013319000 3823100004013319000 38231000 3823 2589AZMaricopa
04013319100P 13272024004013319101 31881000 3188 321AZMaricopa
04013319100P 13272076004013319102 100841000 10084 2254AZMaricopa
04013319200 9321100004013319200 93211000 9321 2582AZMaricopa
04013319300 1902100004013319300 19021000 1902 1162AZMaricopa
04013319401 5621100004013319401 56211000 5621 2694AZMaricopa
04013319402P 4326100004013319402 43261000 4326 2483AZMaricopa
04013319403 5009100004013319403 50091000 5009 2565AZMaricopa
04013319402P 4326000004013319404P 34720000 0 61AZMaricopa
04013319404 3472100004013319404P 34721000 3472 2184AZMaricopa
04013422205P 1715000004013319404P 34720000 0 0AZMaricopa
04013319500 5584100004013319500 55841000 5584 2570AZMaricopa
04013319600 5652100004013319600 56521000 5652 2579AZMaricopa
04013319702 8355100004013319702P 83820997 8355 5238AZMaricopa
04013319703P 4121000704013319702P 83820003 27 1AZMaricopa
04013319703P 4121099304013319703 40941000 4094 2780AZMaricopa
04013319704 1206100004013319704 12061000 1206 7878AZMaricopa
04013319800 7050100004013319800 70501000 7050 2529AZMaricopa
04013319902 2720100004013319902 27201000 2720 2545AZMaricopa
04013319903 6048100004013319903 60481000 6048 2506AZMaricopa
04013319904 5370100004013319904P 53870997 5370 2535AZMaricopa
04013422212P 4694000404013319904P 53870003 17 7AZMaricopa
04013319905 5382100004013319905 53821000 5382 2595AZMaricopa
04013319906 3016100004013319906 30161000 3016 2535AZMaricopa
04013319907P 8899027804013319907 24731000 2473 2583AZMaricopa
04013319908 2327100004013319908 23271000 2327 2572AZMaricopa
04013319907P 8899028204013319909 25121000 2512 2551AZMaricopa
04013319907P 8899044004013319910 39141000 3914 6571AZMaricopa
04013320001P 11898050004013320001 59481000 5948 2998AZMaricopa
04013320002 5228100004013320002 52281000 5228 1931AZMaricopa
04013320001P 11898050004013320007 59501000 5950 2048AZMaricopa
04013420101P 22572022304013420101 50371000 5037 25860AZMaricopa
04013420102 4326100004013420102 43261000 4326 3911AZMaricopa
04013420103 4254100004013420103 42541000 4254 3963AZMaricopa
04013420101P 22572018804013420104 42351000 4235 7737AZMaricopa
04013420101P 22572017604013420105 39671000 3967 7405AZMaricopa
04013420101P 22572041304013420106 93331000 9333 28848AZMaricopa
04013420202P 15029032404013420202 48711000 4871 2635AZMaricopa
04013420203 5031100004013420203 50311000 5031 3840AZMaricopa
04013420204P 10986049304013420204 54111000 5411 5215AZMaricopa
04013420206P 11813036104013420206 42691000 4269 15610AZMaricopa
04013420206P 11813003104013420207P 29590122 361 805AZMaricopa
04013420207 2598100004013420207P 29590878 2598 2273AZMaricopa
04013420202P 15029037704013420208 56721000 5672 2600AZMaricopa
04013420202P 15029029804013420209 44861000 4486 2590AZMaricopa
04013420204P 10986050704013420210 55751000 5575 2557AZMaricopa
04013420206P 11813036604013420211 43221000 4322 2655AZMaricopa
04013420206P 11813024204013420212 28531000 2853 2545AZMaricopa
04013420300P 12243018304013420301 22391000 2239 1578AZMaricopa
04013420300P 12243040104013420302 49091000 4909 2609AZMaricopa
04013420300P 12243033104013420303 40551000 4055 2672AZMaricopa
04013420300P 12243007404013420304 9111000 911 5333AZMaricopa
04013020200P 7219000004013420400P 64620000 0 260AZMaricopa
04013420300P 12243001104013420400P 64620020 129 1190AZMaricopa
04013420400 6333100004013420400P 64620980 6333 10951AZMaricopa
04013420501 6372100004013420501 63721000 6372 2518AZMaricopa
04013420502 6927100004013420502 69271000 6927 2671AZMaricopa
04013420602 5226100004013420602 52261000 5226 2571AZMaricopa
04013420603 4048100004013420603 40481000 4048 2552AZMaricopa
04013420604 4755100004013420604 47551000 4755 2584AZMaricopa
04013420702 5680100004013420702 56801000 5680 2592AZMaricopa
04013420703 5547100004013420703 55471000 5547 2554AZMaricopa
04013420704P 12182043904013420704 53451000 5345 2603AZMaricopa
04013420704P 12182019104013420705 23311000 2331 5213AZMaricopa
04013420704P 12182037004013420706 45061000 4506 2603AZMaricopa
04013420800 5354100004013420800 53541000 5354 2594AZMaricopa
04013420901 3431100004013420901 34311000 3431 1185AZMaricopa
04013420902 3350100004013420902 33501000 3350 1371AZMaricopa
04013421000 7047100004013421000 70471000 7047 2582AZMaricopa
04013421101P 4136100004013421101 41361000 4136 2496AZMaricopa
04013421102 6477100004013421102 64771000 6477 2606AZMaricopa
04013020200P 7219000004013421201P 29130000 0 0AZMaricopa
04013318400P 4464000404013421201P 29130006 18 662AZMaricopa
04013421201P 2895100004013421201P 29130994 2895 3719AZMaricopa
04013421202 5079100004013421202 50791000 5079 1502AZMaricopa
04013421301 8102100004013421301 81021000 8102 4154AZMaricopa
04013421302 6407100004013421302 64071000 6407 2494AZMaricopa
04013421400 2864100004013421400 28641000 2864 2553AZMaricopa
04013421501 3883100004013421501 38831000 3883 1331AZMaricopa
04013421502 3439100004013421502 34391000 3439 1322AZMaricopa
04013421601 3114100004013421601 31141000 3114 1275AZMaricopa
04013421602 4427100004013421602 44271000 4427 1283AZMaricopa
04013421700 7661100004013421700 76611000 7661 2540AZMaricopa
04013421801 2748100004013421801 27481000 2748 1273AZMaricopa
04013421802 5169100004013421802 51691000 5169 1295AZMaricopa
04013421901 4025100004013421901 40251000 4025 1282AZMaricopa
04013421902 6239100004013421902 62391000 6239 1345AZMaricopa
04013422001 4578100004013422001 45781000 4578 1260AZMaricopa
04013422002 3861100004013422002 38611000 3861 1292AZMaricopa
04013422102 4419100004013422102 44191000 4419 1270AZMaricopa
04013422103P 8842054704013422103 48341000 4834 740AZMaricopa
04013422104 6317100004013422104 63171000 6317 1521AZMaricopa
04013422105 2978100004013422105 29781000 2978 1272AZMaricopa
04013422106 5204100004013422106 52041000 5204 1266AZMaricopa
04013422103P 8842045304013422107 40081000 4008 641AZMaricopa
04013422203 4448100004013422203 44481000 4448 2645AZMaricopa
04013422204 3192100004013422204 31921000 3192 2573AZMaricopa
04013319402P 4326000004013422205P 17150000 0 1AZMaricopa
04013422205P 1715100004013422205P 17151000 1715 1390AZMaricopa
04013422209P 8194072804013422209 59651000 5965 2604AZMaricopa
04013422210P 9109064404013422210 58691000 5869 2620AZMaricopa
04013422211P 6378045804013422211 29181000 2918 2576AZMaricopa
04013422212P 4694099604013422212 46771000 4677 2110AZMaricopa
04013422213 2668100004013422213 26681000 2668 1308AZMaricopa
04013422214 7062100004013422214 70621000 7062 2847AZMaricopa
04013422215 2245100004013422215 22451000 2245 1312AZMaricopa
04013422216 5905100004013422216 59051000 5905 2607AZMaricopa
04013422217 3983100004013422217 39831000 3983 1273AZMaricopa
04013422211P 6378054204013422218 34601000 3460 1334AZMaricopa
04013422210P 9109035604013422219 32401000 3240 1290AZMaricopa
04013422209P 8194027204013422220 22291000 2229 1296AZMaricopa
04013422301P 5805100004013422301 58041000 5804 5161AZMaricopa
04013422301P 5805000004013422302P 54460000 1 43AZMaricopa
04013422302 5445100004013422302P 54461000 5445 2552AZMaricopa
04013422304P 11892013204013422304 15641000 1564 2568AZMaricopa
04013422305P 10317053004013422305 54701000 5470 2266AZMaricopa
04013422304P 11892039904013422307 47491000 4749 7882AZMaricopa
04013422304P 11892046904013422308P 55970997 5579 2587AZMaricopa
04013422506P 9587000204013422308P 55970003 18 58AZMaricopa
04013422305P 10317047004013422309 48471000 4847 2622AZMaricopa
04013422401P 8925036204013422401 32331000 3233 2630AZMaricopa
04013422402P 10062055004013422402 55301000 5530 2502AZMaricopa
04013422401P 8925063804013422403 56921000 5692 2619AZMaricopa
04013422402P 10062044904013422404 45171000 4517 2496AZMaricopa
04013422501 6292100004013422501 62921000 6292 2615AZMaricopa
04013422502 5619100004013422502 56191000 5619 2582AZMaricopa
04013422503 6584100004013422503 65841000 6584 2578AZMaricopa
04013422504P 13429037504013422504 50321000 5032 2596AZMaricopa
04013422506P 9587058704013422506 56271000 5627 2665AZMaricopa
04013422507P 21772022004013422507 47831000 4783 2308AZMaricopa
04013422506P 9587041104013422508 39421000 3942 2416AZMaricopa
04013422402P 10062000104013422509P 57780003 15 42AZMaricopa
04013422507P 21772026504013422509P 57780997 5763 2534AZMaricopa
04013422507P 21772014104013422510 30751000 3075 2566AZMaricopa
04013422507P 21772012804013422511 27781000 2778 2578AZMaricopa
04013422507P 21772024704013422512P 53790999 5373 2552AZMaricopa
04013422601P 43879000004013422512P 53790001 6 16AZMaricopa
04013422504P 13429033804013422513 45341000 4534 2586AZMaricopa
04013422504P 13429028804013422514 38631000 3863 2681AZMaricopa
04013422601P 43879009404013422601 41321000 4132 30997AZMaricopa
04013422601P 43879011604013422602 50891000 5089 5108AZMaricopa
04013422603 5906100004013422603 59061000 5906 3886AZMaricopa
04013422604P 5354100004013422604 53541000 5354 3874AZMaricopa
04013422605 5235100004013422605 52351000 5235 3876AZMaricopa
04013422601P 43879008604013422606 37661000 3766 10088AZMaricopa
04013422607 4496100004013422607 44961000 4496 2583AZMaricopa
04013422608P 11225094204013422608 105731000 10573 12829AZMaricopa
04013422604P 5354000004013422609P 38090000 0 13AZMaricopa
04013422609 3809100004013422609P 38091000 3809 2579AZMaricopa
04013422610 3088100004013422610 30881000 3088 2685AZMaricopa
04013422608P 11225005804013422611P 97500067 652 73AZMaricopa
04013422611 9098100004013422611P 97500933 9098 9999AZMaricopa
04013422601P 43879012204013422612 53371000 5337 7613AZMaricopa
04013422601P 43879013604013422614 59731000 5973 5167AZMaricopa
04013422601P 43879006204013422615 27091000 2709 5201AZMaricopa
04013422601P 43879005304013422616 23141000 2314 5226AZMaricopa
04013422601P 43879014704013422617 64321000 6432 2732AZMaricopa
04013422601P 43879007404013422618 32631000 3263 2357AZMaricopa
04013422601P 43879011104013422619 48581000 4858 18001AZMaricopa
04013522703P 50077002304013522703 11351000 1135 7998AZMaricopa
04013522708P 11126100004013522708 111261000 11126 13028AZMaricopa
04013522709P 1637100004013522709P 16620985 1637 2790AZMaricopa
04013522721P 10453000204013522709P 16620015 25 14AZMaricopa
04013522711P 6993097804013522711P 69520984 6839 3528AZMaricopa
04013522720P 6976001604013522711P 69520016 113 67AZMaricopa
04013522712P 12718018004013522712 22931000 2293 2634AZMaricopa
04013522713 5969100004013522713 59691000 5969 2577AZMaricopa
04013522714 3800100004013522714 38001000 3800 2612AZMaricopa
04013522715P 726100004013522715 7261000 726 2616AZMaricopa
04013522716P 18858007204013522716 13581000 1358 5051AZMaricopa
04013522716P 18858018304013522717P 78270440 3443 2901AZMaricopa
04013522717 4384100004013522717P 78270560 4384 4788AZMaricopa
04013522718P 8851064804013522718 57381000 5738 2573AZMaricopa
04013522703P 50077000004013522719P 36510000 0 2AZMaricopa
04013522719P 8052045304013522719P 36511000 3651 2604AZMaricopa
04013522711P 6993002204013522720P 70170022 154 45AZMaricopa
04013522712P 12718000004013522720P 70170000 0 24AZMaricopa
04013522720P 6976098404013522720P 70170978 6863 5072AZMaricopa
04013522709P 1637000004013522721P 50510000 0 93AZMaricopa
04013522721P 10453048304013522721P 50511000 5051 9195AZMaricopa
04013522721P 10453051404013522722 53771000 5377 2845AZMaricopa
