name,label,concept
B19013_001E,Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars),MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)
