"","X","STATE00","COUNTY00","TRACT00","GEOID00","POP00","HU00","PART00","AREA00","AREALAND00","STATE10","COUNTY10","TRACT10","GEOID10","POP10","HU10","PART10","AREA10","AREALAND10","AREAPT","AREALANDPT","AREAPCT00PT","ARELANDPCT00PT","AREAPCT10PT","AREALANDPCT10PT","POP10PT","POPPCT00","POPPCT10","HU10PT","HUPCT00","HUPCT10"
"826",970,4,13,420209,4013420209,3980,2170,"P",2594922,2594355,4,13,420208,4013420208,5279,1936,"P",2590012,2590012,1570,1570,0.06,0.06,0.06,0.06,0,0,0,0,0,0
"837",981,4,13,420400,4013420400,6279,2363,"P",12921613,12350384,4,13,420402,4013420402,1625,519,"P",9823425,9282770,9823344,9282770,76.02,75.16,100,100,1625,25.88,100,519,21.96,100
"842",986,4,13,420603,4013420603,3682,1355,"P",2544343,2544343,4,13,420302,4013420302,4939,1667,"P",2573119,2568101,220,220,0.01,0.01,0.01,0.01,0,0,0,0,0,0
"859",1003,4,13,421201,4013421201,4806,2670,"P",5452485,4564348,4,13,421201,4013421201,4806,2670,"P",5455731,4566480,5448986,4564311,99.94,100,99.88,99.95,4806,100,100,2670,100,100
"860",1004,4,13,421201,4013421201,4806,2670,"P",5452485,4564348,4,13,941300,4013941300,6293,2609,"P",218380934,211256593,3499,37,0.06,0,0,0,0,0,0,0,0,0
"886",1030,4,13,422205,4013422205,1384,620,"P",1395825,1314190,4,13,319402,4013319402,4088,1636,"P",2621524,2621524,7647,7647,0.55,0.58,0.29,0.29,0,0,0,0,0,0
"890",1034,4,13,422211,4013422211,2679,1204,"P",2601074,2601074,4,13,319909,4013319909,2278,1001,"P",2644804,2572898,56142,56142,2.16,2.16,2.12,2.18,0,0,0,0,0,0
"892",1036,4,13,422212,4013422212,4142,1789,"P",2324709,2137225,4,13,319904,4013319904,4865,1990,"P",2598024,2586854,62789,62789,2.7,2.94,2.42,2.43,0,0,0,0,0,0
"894",1038,4,13,422213,4013422213,2455,960,"P",1295791,1270883,4,13,319906,4013319906,3173,1424,"P",2538665,2514406,3610,3610,0.28,0.28,0.14,0.14,0,0,0,0,0,0
"895",1039,4,13,422213,4013422213,2455,960,"P",1295791,1270883,4,13,422213,4013422213,2455,960,"P",1307462,1282554,1292181,1267273,99.72,99.72,98.83,98.81,2455,100,100,960,100,100
"901",1045,4,13,422218,4013422218,3098,1195,"P",1382951,1382951,4,13,319906,4013319906,3173,1424,"P",2538665,2514406,28020,28020,2.03,2.03,1.1,1.11,3,0.1,0.09,2,0.17,0.14
"904",1048,4,13,422220,4013422220,1974,811,"P",1297931,1297931,4,13,422217,4013422217,3527,1608,"P",1289817,1289817,26,26,0,0,0,0,0,0,0,0,0,0
"924",1068,4,13,422508,4013422508,3585,1336,"W",2389817,2389817,4,13,422508,4013422508,3670,1359,"P",2525053,2525053,2389817,2389817,100,100,94.64,94.64,3585,100,97.68,1336,100,98.31
"949",1093,4,13,422608,4013422608,13568,7313,"P",12773444,12716134,4,13,422636,4013422636,2489,1273,"P",2714172,2714172,2481041,2481041,19.42,19.51,91.41,91.41,2489,18.34,100,1273,17.41,100
"959",1103,4,13,422612,4013422612,9049,3045,"P",7631619,7631619,4,13,422622,4013422622,4237,1487,"P",2541399,2541399,2537798,2537798,33.25,33.25,99.86,99.86,4237,46.82,100,1487,48.83,100
"964",1108,4,13,422615,4013422615,6732,2618,"P",5178132,5150703,4,13,422630,4013422630,3870,2437,"P",2043689,2043689,9359,9359,0.18,0.18,0.46,0.46,34,0.51,0.88,16,0.61,0.66
"965",1109,4,13,422616,4013422616,4513,2575,"P",5280730,5217706,4,13,422616,4013422616,4513,2575,"P",5321701,5258677,5276970,5213946,99.93,99.93,99.16,99.15,4513,100,100,2575,100,100
"966",1110,4,13,422616,4013422616,4513,2575,"P",5280730,5217706,4,13,422644,4013422644,7287,3371,"P",7788410,7784176,3760,3760,0.07,0.07,0.05,0.05,0,0,0,0,0,0
"977",1121,4,13,522709,4013522709,1711,665,"W",2781735,2781735,4,13,810000,4013810000,1711,665,"P",2807185,2807185,2781735,2781735,100,100,99.09,99.09,1711,100,100,665,100,100
"985",1129,4,13,522715,4013522715,2429,1356,"P",2771678,2771678,4,13,811100,4013811100,2225,894,"P",2537553,2537553,60681,60681,2.19,2.19,2.39,2.39,0,0,0,0,0,0
"992",1136,4,13,522717,4013522717,10171,4349,"P",7962667,7760522,4,13,813000,4013813000,2699,1453,"P",5871307,5871307,28061,28061,0.35,0.36,0.48,0.48,0,0,0,0,0,0
"993",1137,4,13,522717,4013522717,10171,4349,"P",7962667,7760522,4,13,980500,4013980500,0,0,"P",3485678,3485678,1177819,1177819,14.79,15.18,33.79,33.79,0,0,0,0,0,0
"996",1140,4,13,522720,4013522720,6272,2440,"W",5107141,5107141,4,13,810100,4013810100,6272,2440,"P",5135584,5135584,5107141,5107141,100,100,99.45,99.45,6272,100,100,2440,100,100
"997",1141,4,13,522721,4013522721,4676,1975,"P",9236586,9236586,4,13,810400,4013810400,4661,1969,"P",5342536,5342536,5321086,5321086,57.61,57.61,99.6,99.6,4661,99.68,100,1969,99.7,100
"1002",1146,4,13,522725,4013522725,3412,1436,"W",1279149,1279149,4,13,810200,4013810200,3412,1436,"P",1307756,1307756,1279149,1279149,100,100,97.81,97.81,3412,100,100,1436,100,100
"1003",1147,4,13,522726,4013522726,6775,2944,"W",2431814,2431814,4,13,810700,4013810700,6775,2944,"P",2512816,2512816,2431814,2431814,100,100,96.78,96.78,6775,100,100,2944,100,100
"1011",1155,4,13,522735,4013522735,2699,1453,"P",5167646,5167646,4,13,812900,4013812900,2963,1191,"P",1908206,1908206,759,759,0.01,0.01,0.04,0.04,0,0,0,0,0,0
"1012",1156,4,13,522735,4013522735,2699,1453,"P",5167646,5167646,4,13,813000,4013813000,2699,1453,"P",5871307,5871307,5154709,5154709,99.75,99.75,87.79,87.79,2699,100,100,1453,100,100
"1013",1157,4,13,522735,4013522735,2699,1453,"P",5167646,5167646,4,13,817300,4013817300,5248,3612,"P",5176792,5169172,12178,12178,0.24,0.24,0.24,0.24,0,0,0,0,0,0
"1041",1185,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,522800,4013522800,1685,690,"P",15615593,15603102,111982,111982,0.13,0.13,0.72,0.72,0,0,0,0,0,0
"1048",1192,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,815900,4013815900,5981,1861,"P",11790095,11790095,10463531,10463531,12.54,12.55,88.75,88.75,5509,8.39,92.11,1704,7.3,91.56
"1060",1204,4,13,522746,4013522746,23966,7760,"P",51457566,51403868,4,13,817600,4013817600,998,308,"P",45116894,45030861,80666,80666,0.16,0.16,0.18,0.18,0,0,0,0,0,0
"1061",1205,4,13,522747,4013522747,6151,1934,"P",26837118,26768078,4,13,816900,4013816900,3393,1037,"P",24417946,24398767,58559,58559,0.22,0.22,0.24,0.24,0,0,0,0,0,0
"1063",1207,4,13,522748,4013522748,2500,883,"W",1270771,1270771,4,13,811500,4013811500,2500,883,"P",1270824,1270824,1270771,1270771,100,100,100,100,2500,100,100,883,100,100
"1065",1209,4,13,522757,4013522757,712,232,"P",37416643,37359234,4,13,522800,4013522800,1685,690,"P",15615593,15603102,340675,340675,0.91,0.91,2.18,2.18,0,0,0,0,0,0
"1066",1210,4,13,522757,4013522757,712,232,"P",37416643,37359234,4,13,815200,4013815200,6720,2592,"P",5400666,5400666,1073,1073,0,0,0.02,0.02,0,0,0,0,0,0
"1067",1211,4,13,522757,4013522757,712,232,"P",37416643,37359234,4,13,817600,4013817600,998,308,"P",45116894,45030861,37074895,37017486,99.09,99.09,82.18,82.2,712,100,71.34,232,100,75.32
"1068",1212,4,13,522800,4013522800,1685,690,"P",15387430,15374939,4,13,522800,4013522800,1685,690,"P",15615593,15603102,15146509,15134018,98.43,98.43,97,96.99,1685,100,100,690,100,100
"1069",1213,4,13,522800,4013522800,1685,690,"P",15387430,15374939,4,13,817600,4013817600,998,308,"P",45116894,45030861,240921,240921,1.57,1.57,0.53,0.54,0,0,0,0,0,0
"1084",1228,4,13,723302,4013723302,12006,2669,"P",7287287586,7286897851,4,13,723303,4013723303,26,13,"P",40898476,40898476,5728467,5728467,0.08,0.08,14.01,14.01,0,0,0,0,0,0
"1085",1229,4,13,723302,4013723302,12006,2669,"P",7287287586,7286897851,4,13,723304,4013723304,4230,1515,"P",736250251,736250251,728249464,728249464,9.99,9.99,98.91,98.91,4002,33.33,94.61,1419,53.17,93.66
"1090",1234,4,13,940700,4013940700,151,58,"P",385717876,385560742,4,13,940700,4013940700,151,58,"P",386107318,385950184,385610583,385453449,99.97,99.97,99.87,99.87,151,100,100,58,100,100
"1091",1235,4,13,940700,4013940700,151,58,"P",385717876,385560742,4,13,980100,4013980100,0,0,"P",2912590778,2912583865,107293,107293,0.03,0.03,0,0,0,0,0,0,0,0
