"","X","STATE00","COUNTY00","TRACT00","GEOID00","POP00","HU00","PART00","AREA00","AREALAND00","STATE10","COUNTY10","TRACT10","GEOID10","POP10","HU10","PART10","AREA10","AREALAND10","AREAPT","AREALANDPT","AREAPCT00PT","ARELANDPCT00PT","AREAPCT10PT","AREALANDPCT10PT","POP10PT","POPPCT00","POPPCT10","HU10PT","HUPCT00","HUPCT10"
"496",640,4,13,108902,4013108902,3858,2081,"W",1514874,1504390,4,13,108902,4013108902,3858,2081,"W",1514874,1504390,1514874,1504390,100,100,100,100,3858,100,100,2081,100,100
"502",646,4,13,109200,4013109200,4096,1703,"W",2597091,2597091,4,13,109200,4013109200,4096,1703,"W",2597091,2597091,2597091,2597091,100,100,100,100,4096,100,100,1703,100,100
"504",648,4,13,109300,4013109300,4670,1153,"P",2569561,2569561,4,13,109300,4013109300,4670,1153,"W",2564169,2564169,2564169,2564169,99.79,99.79,100,100,4670,100,100,1153,100,100
"505",649,4,13,109400,4013109400,8290,2596,"W",2627283,2627283,4,13,109400,4013109400,8290,2596,"W",2627283,2627283,2627283,2627283,100,100,100,100,8290,100,100,2596,100,100
"506",650,4,13,109500,4013109500,4867,1405,"W",2504935,2479943,4,13,109500,4013109500,4867,1405,"W",2504935,2479943,2504935,2479943,100,100,100,100,4867,100,100,1405,100,100
"507",651,4,13,109601,4013109601,4723,1411,"W",1230898,1230898,4,13,109601,4013109601,4723,1411,"P",1231149,1231149,1230898,1230898,100,100,99.98,99.98,4723,100,100,1411,100,100
"508",652,4,13,109602,4013109602,5719,1815,"W",1490062,1490062,4,13,109602,4013109602,5719,1815,"W",1490062,1490062,1490062,1490062,100,100,100,100,5719,100,100,1815,100,100
"510",654,4,13,109603,4013109603,4450,1247,"P",1331812,1331812,4,13,109603,4013109603,4450,1247,"W",1331561,1331561,1331561,1331561,99.98,99.98,100,100,4450,100,100,1247,100,100
"511",655,4,13,109604,4013109604,3814,1057,"W",1077976,1077976,4,13,109604,4013109604,3814,1057,"W",1077976,1077976,1077976,1077976,100,100,100,100,3814,100,100,1057,100,100
"512",656,4,13,109701,4013109701,7467,2649,"W",1292841,1292841,4,13,109701,4013109701,7467,2649,"W",1292841,1292841,1292841,1292841,100,100,100,100,7467,100,100,2649,100,100
"513",657,4,13,109702,4013109702,5053,1308,"W",1405583,1405583,4,13,109702,4013109702,5053,1308,"P",1405623,1405623,1405583,1405583,100,100,100,100,5053,100,100,1308,100,100
"514",658,4,13,109703,4013109703,2742,886,"W",1293221,1293221,4,13,109703,4013109703,2742,886,"W",1293221,1293221,1293221,1293221,100,100,100,100,2742,100,100,886,100,100
"515",659,4,13,109704,4013109704,2360,612,"W",608759,608759,4,13,109704,4013109704,2360,612,"W",608759,608759,608759,608759,100,100,100,100,2360,100,100,612,100,100
"516",660,4,13,109705,4013109705,1803,492,"W",560707,560707,4,13,109705,4013109705,1803,492,"W",560707,560707,560707,560707,100,100,100,100,1803,100,100,492,100,100
"517",661,4,13,109801,4013109801,3758,1107,"W",1219658,1219658,4,13,109801,4013109801,3758,1107,"W",1219658,1219658,1219658,1219658,100,100,100,100,3758,100,100,1107,100,100
"518",662,4,13,109802,4013109802,4546,1199,"W",1302035,1302035,4,13,109802,4013109802,4546,1199,"W",1302035,1302035,1302035,1302035,100,100,100,100,4546,100,100,1199,100,100
"519",663,4,13,109900,4013109900,7080,1954,"W",2618661,2604884,4,13,109900,4013109900,7080,1954,"W",2618661,2604884,2618661,2604884,100,100,100,100,7080,100,100,1954,100,100
"520",664,4,13,110001,4013110001,4529,1076,"W",1393490,1384345,4,13,110001,4013110001,4529,1076,"W",1393490,1384345,1393490,1384345,100,100,100,100,4529,100,100,1076,100,100
"521",665,4,13,110002,4013110002,4339,1273,"W",1178419,1169247,4,13,110002,4013110002,4339,1273,"W",1178419,1169247,1178419,1169247,100,100,100,100,4339,100,100,1273,100,100
"522",666,4,13,110100,4013110100,6612,1988,"W",2590516,2573749,4,13,110100,4013110100,6612,1988,"W",2590516,2573749,2590516,2573749,100,100,100,100,6612,100,100,1988,100,100
"526",670,4,13,110400,4013110400,5125,2478,"W",2497055,2497055,4,13,110400,4013110400,5125,2478,"W",2497055,2497055,2497055,2497055,100,100,100,100,5125,100,100,2478,100,100
"529",673,4,13,110600,4013110600,4881,2649,"W",2606616,2599370,4,13,110600,4013110600,4881,2649,"W",2606616,2599370,2606616,2599370,100,100,100,100,4881,100,100,2649,100,100
"530",674,4,13,110701,4013110701,2570,1324,"W",821051,811437,4,13,110701,4013110701,2570,1324,"W",821051,811437,821051,811437,100,100,100,100,2570,100,100,1324,100,100
"531",675,4,13,110702,4013110702,3833,1610,"W",1789768,1778226,4,13,110702,4013110702,3833,1610,"W",1789768,1778226,1789768,1778226,100,100,100,100,3833,100,100,1610,100,100
"536",680,4,13,111000,4013111000,4745,2428,"W",2624006,2624006,4,13,111000,4013111000,4745,2428,"P",2624346,2624346,2624006,2624006,100,100,99.99,99.99,4745,100,100,2428,100,100
"538",682,4,13,111100,4013111100,4376,2058,"P",3209483,3164578,4,13,111100,4013111100,4376,2058,"W",3209143,3164238,3209143,3164238,99.99,99.99,100,100,4376,100,100,2058,100,100
"539",683,4,13,111201,4013111201,5242,2939,"W",1912041,1912041,4,13,111201,4013111201,5242,2939,"W",1912041,1912041,1912041,1912041,100,100,100,100,5242,100,100,2939,100,100
"540",684,4,13,111202,4013111202,1964,912,"W",895521,895521,4,13,111202,4013111202,1964,912,"W",895521,895521,895521,895521,100,100,100,100,1964,100,100,912,100,100
"541",685,4,13,111203,4013111203,1410,939,"W",408181,408181,4,13,111203,4013111203,1410,939,"W",408181,408181,408181,408181,100,100,100,100,1410,100,100,939,100,100
"542",686,4,13,111204,4013111204,2154,1484,"P",7005525,6912557,4,13,111204,4013111204,2154,1484,"W",6789862,6696894,6789862,6696894,96.92,96.88,100,100,2154,100,100,1484,100,100
"544",688,4,13,111300,4013111300,5447,2552,"W",2621015,2621015,4,13,111300,4013111300,5447,2552,"W",2621015,2621015,2621015,2621015,100,100,100,100,5447,100,100,2552,100,100
"545",689,4,13,111401,4013111401,4310,1406,"W",1325311,1325311,4,13,111401,4013111401,4310,1406,"W",1325311,1325311,1325311,1325311,100,100,100,100,4310,100,100,1406,100,100
"546",690,4,13,111402,4013111402,4150,1556,"W",1316508,1316508,4,13,111402,4013111402,4150,1556,"W",1316508,1316508,1316508,1316508,100,100,100,100,4150,100,100,1556,100,100
"547",691,4,13,111501,4013111501,2115,656,"W",707973,701866,4,13,111501,4013111501,2115,656,"W",707973,701866,707973,701866,100,100,100,100,2115,100,100,656,100,100
"548",692,4,13,111502,4013111502,6524,2291,"W",1904323,1891522,4,13,111502,4013111502,6524,2291,"W",1904323,1891522,1904323,1891522,100,100,100,100,6524,100,100,2291,100,100
"549",693,4,13,111601,4013111601,3161,1138,"W",1304232,1298949,4,13,111601,4013111601,3161,1138,"W",1304232,1298949,1304232,1298949,100,100,100,100,3161,100,100,1138,100,100
"550",694,4,13,111602,4013111602,5055,1819,"W",1304105,1304105,4,13,111602,4013111602,5055,1819,"W",1304105,1304105,1304105,1304105,100,100,100,100,5055,100,100,1819,100,100
"551",695,4,13,111700,4013111700,5647,2691,"W",2603480,2603480,4,13,111700,4013111700,5647,2691,"W",2603480,2603480,2603480,2603480,100,100,100,100,5647,100,100,2691,100,100
"552",696,4,13,111800,4013111800,3487,2361,"W",2654771,2654771,4,13,111800,4013111800,3487,2361,"W",2654771,2654771,2654771,2654771,100,100,100,100,3487,100,100,2361,100,100
"553",697,4,13,111900,4013111900,2238,1199,"W",2584129,2540086,4,13,111900,4013111900,2238,1199,"W",2584129,2540086,2584129,2540086,100,100,100,100,2238,100,100,1199,100,100
"556",700,4,13,112100,4013112100,3838,1035,"P",2590619,2590619,4,13,112100,4013112100,3838,1035,"W",2590521,2590521,2590521,2590521,100,100,100,100,3838,100,100,1035,100,100
"558",702,4,13,112201,4013112201,4400,1149,"W",1453063,1453063,4,13,112201,4013112201,4400,1149,"W",1453063,1453063,1453063,1453063,100,100,100,100,4400,100,100,1149,100,100
"559",703,4,13,112202,4013112202,4305,1504,"W",1136738,1136738,4,13,112202,4013112202,4305,1504,"W",1136738,1136738,1136738,1136738,100,100,100,100,4305,100,100,1504,100,100
"560",704,4,13,112301,4013112301,5017,1800,"W",1309389,1309389,4,13,112301,4013112301,5017,1800,"W",1309389,1309389,1309389,1309389,100,100,100,100,5017,100,100,1800,100,100
"561",705,4,13,112302,4013112302,6754,2227,"W",1285103,1285103,4,13,112302,4013112302,6754,2227,"W",1285103,1285103,1285103,1285103,100,100,100,100,6754,100,100,2227,100,100
"562",706,4,13,112401,4013112401,5377,1567,"W",1304313,1304313,4,13,112401,4013112401,5377,1567,"W",1304313,1304313,1304313,1304313,100,100,100,100,5377,100,100,1567,100,100
"563",707,4,13,112402,4013112402,4999,1285,"W",1299464,1299464,4,13,112402,4013112402,4999,1285,"W",1299464,1299464,1299464,1299464,100,100,100,100,4999,100,100,1285,100,100
"564",708,4,13,112502,4013112502,5397,1345,"W",1268294,1268294,4,13,112502,4013112502,5397,1345,"W",1268294,1268294,1268294,1268294,100,100,100,100,5397,100,100,1345,100,100
"565",709,4,13,112503,4013112503,7944,2057,"W",2596628,2596628,4,13,112503,4013112503,7944,2057,"W",2596628,2596628,2596628,2596628,100,100,100,100,7944,100,100,2057,100,100
"566",710,4,13,112504,4013112504,3596,1185,"W",1264266,1264266,4,13,112504,4013112504,3596,1185,"W",1264266,1264266,1264266,1264266,100,100,100,100,3596,100,100,1185,100,100
"567",711,4,13,112505,4013112505,8369,2649,"W",2506629,2506629,4,13,112505,4013112505,8369,2649,"W",2506629,2506629,2506629,2506629,100,100,100,100,8369,100,100,2649,100,100
"575",719,4,13,112507,4013112507,2399,844,"W",1246190,1246190,4,13,112507,4013112507,2399,844,"W",1246190,1246190,1246190,1246190,100,100,100,100,2399,100,100,844,100,100
"576",720,4,13,112508,4013112508,2148,729,"W",1945048,1945048,4,13,112508,4013112508,2148,729,"W",1945048,1945048,1945048,1945048,100,100,100,100,2148,100,100,729,100,100
"577",721,4,13,112601,4013112601,3009,1084,"W",721054,721054,4,13,112601,4013112601,3009,1084,"W",721054,721054,721054,721054,100,100,100,100,3009,100,100,1084,100,100
"578",722,4,13,112602,4013112602,7935,2162,"W",1880497,1880497,4,13,112602,4013112602,7935,2162,"W",1880497,1880497,1880497,1880497,100,100,100,100,7935,100,100,2162,100,100
"579",723,4,13,112700,4013112700,6740,1909,"W",2589107,2589107,4,13,112700,4013112700,6740,1909,"W",2589107,2589107,2589107,2589107,100,100,100,100,6740,100,100,1909,100,100
"581",725,4,13,112900,4013112900,4805,2349,"W",2601458,2601458,4,13,112900,4013112900,4805,2349,"W",2601458,2601458,2601458,2601458,100,100,100,100,4805,100,100,2349,100,100
"582",726,4,13,113000,4013113000,1895,1466,"W",1274355,1274355,4,13,113000,4013113000,1895,1466,"W",1274355,1274355,1274355,1274355,100,100,100,100,1895,100,100,1466,100,100
"583",727,4,13,113100,4013113100,2808,1816,"W",1304207,1304207,4,13,113100,4013113100,2808,1816,"W",1304207,1304207,1304207,1304207,100,100,100,100,2808,100,100,1816,100,100
"584",728,4,13,113201,4013113201,2666,889,"W",648711,648711,4,13,113201,4013113201,2666,889,"W",648711,648711,648711,648711,100,100,100,100,2666,100,100,889,100,100
"585",729,4,13,113202,4013113202,2061,859,"W",674689,674689,4,13,113202,4013113202,2061,859,"W",674689,674689,674689,674689,100,100,100,100,2061,100,100,859,100,100
"586",730,4,13,113203,4013113203,2317,940,"W",1265033,1265033,4,13,113203,4013113203,2317,940,"W",1265033,1265033,1265033,1265033,100,100,100,100,2317,100,100,940,100,100
"587",731,4,13,113300,4013113300,5175,2009,"W",2590327,2590327,4,13,113300,4013113300,5175,2009,"W",2590327,2590327,2590327,2590327,100,100,100,100,5175,100,100,2009,100,100
"588",732,4,13,113400,4013113400,770,26,"P",665891,665891,4,13,113400,4013113400,684,0,"W",649228,649228,649228,649228,97.5,97.5,100,100,684,88.83,100,0,0,0
"592",736,4,13,113601,4013113601,3957,1640,"P",1568356,1554696,4,13,113601,4013113601,3957,1640,"W",1563862,1550264,1563862,1550264,99.71,99.71,100,100,3957,100,100,1640,100,100
"595",739,4,13,113602,4013113602,3400,1107,"P",1068372,1055821,4,13,113602,4013113602,3400,1107,"P",1072558,1059945,1068064,1055513,99.97,99.97,99.58,99.58,3400,100,100,1107,100,100
"596",740,4,13,113700,4013113700,7720,3549,"W",2495208,2495122,4,13,113700,4013113700,7720,3549,"W",2495208,2495122,2495208,2495122,100,100,100,100,7720,100,100,3549,100,100
"602",746,4,13,113900,4013113900,1372,448,"W",2665421,2665421,4,13,113900,4013113900,1372,448,"W",2665421,2665421,2665421,2665421,100,100,100,100,1372,100,100,448,100,100
"603",747,4,13,114000,4013114000,2614,1164,"W",2617582,2617582,4,13,114000,4013114000,2614,1164,"W",2617582,2617582,2617582,2617582,100,100,100,100,2614,100,100,1164,100,100
"604",748,4,13,114100,4013114100,2401,883,"P",1305841,1305841,4,13,114100,4013114100,2401,883,"W",1305069,1305069,1305069,1305069,99.94,99.94,100,100,2401,100,100,883,100,100
"606",750,4,13,114200,4013114200,1539,562,"W",1283140,1283140,4,13,114200,4013114200,1539,562,"P",1283912,1283912,1283140,1283140,100,100,99.94,99.94,1539,100,100,562,100,100
"607",751,4,13,114301,4013114301,1570,261,"W",1333637,1333637,4,13,114301,4013114301,1570,261,"W",1333637,1333637,1333637,1333637,100,100,100,100,1570,100,100,261,100,100
"608",752,4,13,114302,4013114302,2477,1094,"W",1305760,1305760,4,13,114302,4013114302,2477,1094,"W",1305760,1305760,1305760,1305760,100,100,100,100,2477,100,100,1094,100,100
"609",753,4,13,114401,4013114401,1724,643,"W",1387782,1387782,4,13,114401,4013114401,1724,643,"W",1387782,1387782,1387782,1387782,100,100,100,100,1724,100,100,643,100,100
"610",754,4,13,114402,4013114402,2014,700,"W",1200492,1200492,4,13,114402,4013114402,2014,700,"W",1200492,1200492,1200492,1200492,100,100,100,100,2014,100,100,700,100,100
"611",755,4,13,114500,4013114500,4198,1462,"W",2541460,2541460,4,13,114500,4013114500,4198,1462,"W",2541460,2541460,2541460,2541460,100,100,100,100,4198,100,100,1462,100,100
"612",756,4,13,114600,4013114600,1914,513,"W",2581401,2581401,4,13,114600,4013114600,1914,513,"W",2581401,2581401,2581401,2581401,100,100,100,100,1914,100,100,513,100,100
"615",759,4,13,114703,4013114703,8071,388,"W",2593257,2593257,4,13,114703,4013114703,8071,388,"W",2593257,2593257,2593257,2593257,100,100,100,100,8071,100,100,388,100,100
"616",760,4,13,114800,4013114800,3285,1016,"W",5403312,5236085,4,13,114800,4013114800,3285,1016,"W",5403312,5236085,5403312,5236085,100,100,100,100,3285,100,100,1016,100,100
"617",761,4,13,114900,4013114900,2663,1019,"W",2815999,2815999,4,13,114900,4013114900,2663,1019,"W",2815999,2815999,2815999,2815999,100,100,100,100,2663,100,100,1019,100,100
"620",764,4,13,115200,4013115200,2623,950,"P",7240346,7149744,4,13,115200,4013115200,2623,950,"W",7236148,7145546,7236148,7145546,99.94,99.94,100,100,2623,100,100,950,100,100
"622",766,4,13,115300,4013115300,2323,944,"W",4132934,4100051,4,13,115300,4013115300,2323,944,"W",4132934,4100051,4132934,4100051,100,100,100,100,2323,100,100,944,100,100
"623",767,4,13,115400,4013115400,2232,690,"W",2599553,2515074,4,13,115400,4013115400,2232,690,"W",2599553,2515074,2599553,2515074,100,100,100,100,2232,100,100,690,100,100
"624",768,4,13,115500,4013115500,3699,1051,"W",2609864,2609864,4,13,115500,4013115500,3699,1051,"W",2609864,2609864,2609864,2609864,100,100,100,100,3699,100,100,1051,100,100
"625",769,4,13,115600,4013115600,3864,1189,"W",2552661,2552661,4,13,115600,4013115600,3864,1189,"W",2552661,2552661,2552661,2552661,100,100,100,100,3864,100,100,1189,100,100
"626",770,4,13,115700,4013115700,6427,1827,"W",2588064,2588064,4,13,115700,4013115700,6427,1827,"W",2588064,2588064,2588064,2588064,100,100,100,100,6427,100,100,1827,100,100
"627",771,4,13,115801,4013115801,3862,1472,"W",1299694,1299694,4,13,115801,4013115801,3862,1472,"W",1299694,1299694,1299694,1299694,100,100,100,100,3862,100,100,1472,100,100
"628",772,4,13,115802,4013115802,3389,1112,"W",1288097,1288097,4,13,115802,4013115802,3389,1112,"W",1288097,1288097,1288097,1288097,100,100,100,100,3389,100,100,1112,100,100
"629",773,4,13,115900,4013115900,5332,1727,"W",2569300,2569300,4,13,115900,4013115900,5332,1727,"W",2569300,2569300,2569300,2569300,100,100,100,100,5332,100,100,1727,100,100
"630",774,4,13,116000,4013116000,5558,2088,"W",2480162,2480162,4,13,116000,4013116000,5558,2088,"W",2480162,2480162,2480162,2480162,100,100,100,100,5558,100,100,2088,100,100
"631",775,4,13,116100,4013116100,3963,1378,"W",2417069,2417069,4,13,116100,4013116100,3963,1378,"W",2417069,2417069,2417069,2417069,100,100,100,100,3963,100,100,1378,100,100
"632",776,4,13,116202,4013116202,5033,1412,"W",1446597,1446597,4,13,116202,4013116202,5033,1412,"W",1446597,1446597,1446597,1446597,100,100,100,100,5033,100,100,1412,100,100
"633",777,4,13,116203,4013116203,4760,2351,"W",7958866,7958866,4,13,116203,4013116203,4760,2351,"W",7958866,7958866,7958866,7958866,100,100,100,100,4760,100,100,2351,100,100
"634",778,4,13,116204,4013116204,3638,1167,"W",2583084,2583084,4,13,116204,4013116204,3638,1167,"W",2583084,2583084,2583084,2583084,100,100,100,100,3638,100,100,1167,100,100
"635",779,4,13,116205,4013116205,4256,1856,"W",1140808,1140808,4,13,116205,4013116205,4256,1856,"W",1140808,1140808,1140808,1140808,100,100,100,100,4256,100,100,1856,100,100
"636",780,4,13,116300,4013116300,6118,1936,"W",2687782,2687782,4,13,116300,4013116300,6118,1936,"W",2687782,2687782,2687782,2687782,100,100,100,100,6118,100,100,1936,100,100
"637",781,4,13,116400,4013116400,5604,1669,"W",2625224,2625224,4,13,116400,4013116400,5604,1669,"W",2625224,2625224,2625224,2625224,100,100,100,100,5604,100,100,1669,100,100
"638",782,4,13,116500,4013116500,4920,1419,"W",2586583,2586583,4,13,116500,4013116500,4920,1419,"W",2586583,2586583,2586583,2586583,100,100,100,100,4920,100,100,1419,100,100
"650",794,4,13,116602,4013116602,7325,2177,"W",2580075,2580075,4,13,116602,4013116602,7325,2177,"W",2580075,2580075,2580075,2580075,100,100,100,100,7325,100,100,2177,100,100
"651",795,4,13,116702,4013116702,7839,2689,"W",3513861,3513861,4,13,116702,4013116702,7839,2689,"W",3513861,3513861,3513861,3513861,100,100,100,100,7839,100,100,2689,100,100
"652",796,4,13,116703,4013116703,4448,1391,"W",3526922,3526922,4,13,116703,4013116703,4448,1391,"W",3526922,3526922,3526922,3526922,100,100,100,100,4448,100,100,1391,100,100
"653",797,4,13,116704,4013116704,7105,3439,"P",7979223,7979223,4,13,116704,4013116704,7105,3439,"W",7901499,7901499,7901499,7901499,99.03,99.03,100,100,7105,100,100,3439,100,100
"658",802,4,13,116707,4013116707,2738,1233,"W",1325653,1325653,4,13,116707,4013116707,2738,1233,"W",1325653,1325653,1325653,1325653,100,100,100,100,2738,100,100,1233,100,100
"659",803,4,13,116708,4013116708,5033,2971,"W",3477736,3430321,4,13,116708,4013116708,5033,2971,"W",3477736,3430321,3477736,3430321,100,100,100,100,5033,100,100,2971,100,100
"660",804,4,13,116709,4013116709,1789,931,"P",1203480,1203480,4,13,116709,4013116709,1789,931,"W",1182698,1182698,1182698,1182698,98.27,98.27,100,100,1789,100,100,931,100,100
"662",806,4,13,116710,4013116710,4638,1721,"W",3760752,3760752,4,13,116710,4013116710,4638,1721,"W",3760752,3760752,3760752,3760752,100,100,100,100,4638,100,100,1721,100,100
"663",807,4,13,116711,4013116711,1878,838,"W",1109767,1109767,4,13,116711,4013116711,1878,838,"W",1109767,1109767,1109767,1109767,100,100,100,100,1878,100,100,838,100,100
"664",808,4,13,116712,4013116712,6397,2811,"W",3705615,3705615,4,13,116712,4013116712,6397,2811,"W",3705615,3705615,3705615,3705615,100,100,100,100,6397,100,100,2811,100,100
"665",809,4,13,116713,4013116713,6104,2553,"W",2468645,2364001,4,13,116713,4013116713,6104,2553,"W",2468645,2364001,2468645,2364001,100,100,100,100,6104,100,100,2553,100,100
"666",810,4,13,116714,4013116714,3295,1239,"W",2627675,2627675,4,13,116714,4013116714,3295,1239,"W",2627675,2627675,2627675,2627675,100,100,100,100,3295,100,100,1239,100,100
"667",811,4,13,116715,4013116715,2075,943,"W",921579,921579,4,13,116715,4013116715,2075,943,"W",921579,921579,921579,921579,100,100,100,100,2075,100,100,943,100,100
"668",812,4,13,116717,4013116717,4021,1997,"P",1134490,1134490,4,13,116717,4013116717,4021,1997,"W",1087590,1087590,1087590,1087590,95.87,95.87,100,100,4021,100,100,1997,100,100
"671",815,4,13,116718,4013116718,2599,1302,"W",993663,993663,4,13,116718,4013116718,2599,1302,"W",993663,993663,993663,993663,100,100,100,100,2599,100,100,1302,100,100
"672",816,4,13,116719,4013116719,6404,2788,"W",3424842,3424842,4,13,116719,4013116719,6404,2788,"W",3424842,3424842,3424842,3424842,100,100,100,100,6404,100,100,2788,100,100
"673",817,4,13,116720,4013116720,3774,1827,"W",1770155,1770155,4,13,116720,4013116720,3774,1827,"W",1770155,1770155,1770155,1770155,100,100,100,100,3774,100,100,1827,100,100
"674",818,4,13,116721,4013116721,3536,1438,"W",2295746,2295746,4,13,116721,4013116721,3536,1438,"W",2295746,2295746,2295746,2295746,100,100,100,100,3536,100,100,1438,100,100
"675",819,4,13,116725,4013116725,4773,2287,"W",4001066,4000372,4,13,116725,4013116725,4773,2287,"W",4001066,4000372,4001066,4000372,100,100,100,100,4773,100,100,2287,100,100
"678",822,4,13,116727,4013116727,4065,1522,"W",4445288,4445288,4,13,116727,4013116727,4065,1522,"W",4445288,4445288,4445288,4445288,100,100,100,100,4065,100,100,1522,100,100
"679",823,4,13,116728,4013116728,4612,1671,"W",5710794,5681926,4,13,116728,4013116728,4612,1671,"W",5710794,5681926,5710794,5681926,100,100,100,100,4612,100,100,1671,100,100
"680",824,4,13,116729,4013116729,4303,1492,"W",3749377,3749377,4,13,116729,4013116729,4303,1492,"W",3749377,3749377,3749377,3749377,100,100,100,100,4303,100,100,1492,100,100
"684",828,4,13,216806,4013216806,2967,1776,"W",2041732,2041732,4,13,216806,4013216806,2967,1776,"W",2041732,2041732,2041732,2041732,100,100,100,100,2967,100,100,1776,100,100
"685",829,4,13,216807,4013216807,4911,2667,"P",4102304,4102304,4,13,216807,4013216807,4911,2667,"W",4077967,4077967,4077967,4077967,99.41,99.41,100,100,4911,100,100,2667,100,100
"687",831,4,13,216809,4013216809,4941,2263,"P",9387730,9387730,4,13,216809,4013216809,4939,2263,"P",9280241,9280241,9241582,9241582,98.44,98.44,99.58,99.58,4936,99.9,99.94,2262,99.96,99.96
"691",835,4,13,216810,4013216810,1318,1272,"P",1906515,1906515,4,13,216810,4013216810,1318,1272,"W",1865460,1865460,1865460,1865460,97.85,97.85,100,100,1318,100,100,1272,100,100
"698",842,4,13,216813,4013216813,4041,2725,"W",4587536,4455866,4,13,216813,4013216813,4041,2725,"W",4587536,4455866,4587536,4455866,100,100,100,100,4041,100,100,2725,100,100
"707",851,4,13,216816,4013216816,5531,2227,"W",16123124,16117993,4,13,216816,4013216816,5531,2227,"P",16127204,16122073,16123124,16117993,100,100,99.97,99.97,5531,100,100,2227,100,100
"709",853,4,13,216818,4013216818,6644,4425,"W",8416800,8416800,4,13,216818,4013216818,6644,4425,"P",8420236,8420236,8416800,8416800,100,100,99.96,99.96,6644,100,100,4425,100,100
"710",854,4,13,216819,4013216819,6450,3176,"P",27718614,27608951,4,13,216819,4013216819,6086,2978,"W",23650356,23542584,23650356,23542584,85.32,85.27,100,100,6086,94.36,100,2978,93.77,100
"713",857,4,13,216820,4013216820,4061,2500,"W",5090821,4969752,4,13,216820,4013216820,4061,2500,"W",5090821,4969752,5090821,4969752,100,100,100,100,4061,100,100,2500,100,100
"714",858,4,13,216821,4013216821,5737,3283,"W",15501658,15500680,4,13,216821,4013216821,5737,3283,"P",15650395,15649417,15501658,15500680,100,100,99.05,99.05,5737,100,100,3283,100,100
"715",859,4,13,216822,4013216822,4156,2298,"P",23284819,23283207,4,13,216822,4013216822,4156,2298,"W",23283369,23281757,23283369,23281757,99.99,99.99,100,100,4156,100,100,2298,100,100
"727",871,4,13,216826,4013216826,4521,2882,"W",2617933,2614698,4,13,216826,4013216826,4521,2882,"W",2617933,2614698,2617933,2614698,100,100,100,100,4521,100,100,2882,100,100
"735",879,4,13,216829,4013216829,4737,3236,"P",93425812,93398174,4,13,216829,4013216829,4690,3183,"P",93113359,93085721,93111909,93084271,99.66,99.66,100,100,4690,99.01,100,3183,98.36,100
"737",881,4,13,216901,4013216901,2705,2095,"W",2729882,2669185,4,13,216901,4013216901,2705,2095,"W",2729882,2669185,2729882,2669185,100,100,100,100,2705,100,100,2095,100,100
"738",882,4,13,216902,4013216902,3930,1862,"W",2579966,2544696,4,13,216902,4013216902,3930,1862,"W",2579966,2544696,2579966,2544696,100,100,100,100,3930,100,100,1862,100,100
"739",883,4,13,217001,4013217001,3890,3140,"W",2848986,2814262,4,13,217001,4013217001,3890,3140,"W",2848986,2814262,2848986,2814262,100,100,100,100,3890,100,100,3140,100,100
"740",884,4,13,217002,4013217002,5351,2593,"W",2562798,2511838,4,13,217002,4013217002,5351,2593,"W",2562798,2511838,2562798,2511838,100,100,100,100,5351,100,100,2593,100,100
"741",885,4,13,217101,4013217101,2466,1410,"W",1301488,1280959,4,13,217101,4013217101,2466,1410,"W",1301488,1280959,1301488,1280959,100,100,100,100,2466,100,100,1410,100,100
"742",886,4,13,217102,4013217102,2472,1274,"W",1285750,1283998,4,13,217102,4013217102,2472,1274,"W",1285750,1283998,1285750,1283998,100,100,100,100,2472,100,100,1274,100,100
"743",887,4,13,217201,4013217201,1383,1261,"W",2072430,2060247,4,13,217201,4013217201,1383,1261,"W",2072430,2060247,2072430,2060247,100,100,100,100,1383,100,100,1261,100,100
"747",891,4,13,217300,4013217300,2755,2633,"P",2503794,2466422,4,13,217300,4013217300,2755,2633,"W",2495055,2457683,2495055,2457683,99.65,99.65,100,100,2755,100,100,2633,100,100
"748",892,4,13,217400,4013217400,3085,2024,"W",2168841,2165321,4,13,217400,4013217400,3085,2024,"P",2189349,2180505,2168841,2165321,100,100,99.06,99.3,3085,100,100,2024,100,100
"751",895,4,13,217600,4013217600,4298,2951,"W",1936363,1920068,4,13,217600,4013217600,4298,2951,"W",1936363,1920068,1936363,1920068,100,100,100,100,4298,100,100,2951,100,100
"752",896,4,13,217700,4013217700,4917,2343,"W",2566397,2566397,4,13,217700,4013217700,4917,2343,"W",2566397,2566397,2566397,2566397,100,100,100,100,4917,100,100,2343,100,100
"753",897,4,13,217800,4013217800,6059,2989,"W",2557133,2557133,4,13,217800,4013217800,6059,2989,"W",2557133,2557133,2557133,2557133,100,100,100,100,6059,100,100,2989,100,100
"754",898,4,13,217900,4013217900,3719,1929,"W",2606222,2558171,4,13,217900,4013217900,3719,1929,"W",2606222,2558171,2606222,2558171,100,100,100,100,3719,100,100,1929,100,100
"755",899,4,13,218000,4013218000,5388,2465,"W",2612352,2612352,4,13,218000,4013218000,5388,2465,"W",2612352,2612352,2612352,2612352,100,100,100,100,5388,100,100,2465,100,100
"756",900,4,13,218100,4013218100,1861,955,"W",975189,975189,4,13,218100,4013218100,1861,955,"W",975189,975189,975189,975189,100,100,100,100,1861,100,100,955,100,100
