"","X","STATE00","COUNTY00","TRACT00","GEOID00","POP00","HU00","PART00","AREA00","AREALAND00","STATE10","COUNTY10","TRACT10","GEOID10","POP10","HU10","PART10","AREA10","AREALAND10","AREAPT","AREALANDPT","AREAPCT00PT","ARELANDPCT00PT","AREAPCT10PT","AREALANDPCT10PT","POP10PT","POPPCT00","POPPCT10","HU10PT","HUPCT00","HUPCT10"
"695",839,4,13,216811,4013216811,6766,4107,"P",5280428,5145932,4,13,941300,4013941300,6293,2609,"P",218380934,211256593,95765,95765,1.81,1.86,0.04,0.05,0,0,0,0,0,0
"697",841,4,13,216812,4013216812,4701,3399,"P",5527340,5155777,4,13,216835,4013216835,2483,2036,"W",2546474,2283388,2546474,2283388,46.07,44.29,100,100,2483,52.82,100,2036,59.9,100
"700",844,4,13,216814,4013216814,8286,4496,"P",6973288,6971081,4,13,216837,4013216837,4608,2974,"P",2469716,2469716,2464542,2464542,35.34,35.35,99.79,99.79,4608,55.61,100,2974,66.15,100
"701",845,4,13,216814,4013216814,8286,4496,"P",6973288,6971081,4,13,216848,4013216848,6026,2637,"P",13470693,13470693,193058,193058,2.77,2.77,1.43,1.43,98,1.18,1.63,40,0.89,1.52
"702",846,4,13,216814,4013216814,8286,4496,"P",6973288,6971081,4,13,216849,4013216849,6736,2838,"P",33225023,33224191,144895,144895,2.08,2.08,0.44,0.44,0,0,0,0,0,0
"704",848,4,13,216815,4013216815,8744,3772,"P",6097923,6097923,4,13,216838,4013216838,4791,2183,"W",2652983,2652983,2652983,2652983,43.51,43.51,100,100,4791,54.79,100,2183,57.87,100
"705",849,4,13,216815,4013216815,8744,3772,"P",6097923,6097923,4,13,216839,4013216839,3953,1589,"W",3371777,3371777,3371777,3371777,55.29,55.29,100,100,3953,45.21,100,1589,42.13,100
"706",850,4,13,216815,4013216815,8744,3772,"P",6097923,6097923,4,13,216849,4013216849,6736,2838,"P",33225023,33224191,69083,69083,1.13,1.13,0.21,0.21,0,0,0,0,0,0
"711",855,4,13,216819,4013216819,6450,3176,"P",27718614,27608951,4,13,216848,4013216848,6026,2637,"P",13470693,13470693,804848,804848,2.9,2.92,5.97,5.97,364,5.64,6.04,198,6.23,7.51
"712",856,4,13,216819,4013216819,6450,3176,"P",27718614,27608951,4,13,980700,4013980700,4,3,"P",84926655,84897037,3263410,3261519,11.77,11.81,3.84,3.84,0,0,0,0,0,0
"716",860,4,13,216822,4013216822,4156,2298,"P",23284819,23283207,4,13,216829,4013216829,4690,3183,"P",93113359,93085721,1450,1450,0.01,0.01,0,0,0,0,0,0,0,0
"718",862,4,13,216823,4013216823,7650,3362,"P",15164460,15145812,4,13,216841,4013216841,3056,1434,"W",5161375,5142727,5161375,5142727,34.04,33.95,100,100,3056,39.95,100,1434,42.65,100
"720",864,4,13,216824,4013216824,8413,5935,"P",17610065,17498201,4,13,216844,4013216844,2965,2596,"W",6757280,6757280,6757280,6757280,38.37,38.62,100,100,2965,35.24,100,2596,43.74,100
"721",865,4,13,216824,4013216824,8413,5935,"P",17610065,17498201,4,13,216845,4013216845,1892,1856,"W",6673898,6562034,6673898,6562034,37.9,37.5,100,100,1892,22.49,100,1856,31.27,100
"723",867,4,13,216825,4013216825,18883,8383,"P",52358546,52357714,4,13,216837,4013216837,4608,2974,"P",2469716,2469716,5174,5174,0.01,0.01,0.21,0.21,0,0,0,0,0,0
"724",868,4,13,216825,4013216825,18883,8383,"P",52358546,52357714,4,13,216846,4013216846,6585,3146,"P",6861701,6861701,6836615,6836615,13.06,13.06,99.63,99.63,6585,34.87,100,3146,37.53,100
"725",869,4,13,216825,4013216825,18883,8383,"P",52358546,52357714,4,13,216848,4013216848,6026,2637,"P",13470693,13470693,12467053,12467053,23.81,23.81,92.55,92.55,5559,29.44,92.25,2398,28.61,90.94
"726",870,4,13,216825,4013216825,18883,8383,"P",52358546,52357714,4,13,216849,4013216849,6736,2838,"P",33225023,33224191,33011045,33010213,63.05,63.05,99.36,99.36,6736,35.67,100,2838,33.85,100
"729",873,4,13,216827,4013216827,11545,7214,"P",4582137,4582137,4,13,216852,4013216852,2861,2016,"W",969771,969771,969771,969771,21.16,21.16,100,100,2861,24.78,100,2016,27.95,100
"730",874,4,13,216827,4013216827,11545,7214,"P",4582137,4582137,4,13,216853,4013216853,4516,2770,"W",1722983,1722983,1722983,1722983,37.6,37.6,100,100,4516,39.12,100,2770,38.4,100
"732",876,4,13,216828,4013216828,13235,6875,"P",88931918,88924967,4,13,216846,4013216846,6585,3146,"P",6861701,6861701,25086,25086,0.03,0.03,0.37,0.37,0,0,0,0,0,0
"733",877,4,13,216828,4013216828,13235,6875,"P",88931918,88924967,4,13,216847,4013216847,5825,2718,"W",9255202,9255202,9255202,9255202,10.41,10.41,100,100,5825,44.01,100,2718,39.53,100
"734",878,4,13,216828,4013216828,13235,6875,"P",88931918,88924967,4,13,216851,4013216851,4143,2040,"W",55929607,55929607,55929607,55929607,62.89,62.9,100,100,4143,31.3,100,2040,29.67,100
"736",880,4,13,216829,4013216829,4737,3236,"P",93425812,93398174,4,13,216843,4013216843,3314,2170,"P",24035926,24028975,313903,313903,0.34,0.34,1.31,1.31,47,0.99,1.42,53,1.64,2.44
"745",889,4,13,217202,4013217202,5970,4691,"P",1928123,1898248,4,13,217204,4013217204,3166,2144,"W",617059,611190,617059,611190,32,32.2,100,100,3166,53.03,100,2144,45.7,100
"747",891,4,13,217300,4013217300,2755,2633,"P",2503794,2466422,4,13,217300,4013217300,2755,2633,"W",2495055,2457683,2495055,2457683,99.65,99.65,100,100,2755,100,100,2633,100,100
"750",894,4,13,217500,4013217500,6047,3581,"P",1854307,1854307,4,13,217502,4013217502,2754,1868,"W",806047,806047,806047,806047,43.47,43.47,100,100,2754,45.54,100,1868,52.16,100
"759",903,4,13,218300,4013218300,3953,2820,"P",2197662,2192128,4,13,941300,4013941300,6293,2609,"P",218380934,211256593,3489,3489,0.16,0.16,0,0,0,0,0,0,0,0
"761",905,4,13,318400,4013318400,4650,2396,"P",8567006,8329216,4,13,421201,4013421201,4806,2670,"P",5455731,4566480,236,236,0,0,0,0.01,0,0,0,0,0,0
"767",911,4,13,318800,4013318800,6259,3799,"P",3031237,3003680,4,13,320100,4013320100,2558,1652,"P",4885392,4796624,460425,438071,15.19,14.58,9.42,9.13,202,3.23,7.9,142,3.74,8.6
"772",916,4,13,319102,4013319102,9606,5449,"P",2245118,2245118,4,13,319104,4013319104,5102,3052,"W",1287870,1287870,1287870,1287870,57.36,57.36,100,100,5102,53.11,100,3052,56.01,100
"774",918,4,13,319200,4013319200,8537,5246,"P",2573319,2573319,4,13,319202,4013319202,3232,2326,"P",1325010,1325010,1285807,1285807,49.97,49.97,97.04,97.04,3232,37.86,100,2326,44.34,100
"776",920,4,13,319300,4013319300,2420,1080,"P",1169780,1169780,4,13,319202,4013319202,3232,2326,"P",1325010,1325010,39203,39203,3.35,3.35,2.96,2.96,0,0,0,0,0,0
"777",921,4,13,319300,4013319300,2420,1080,"P",1169780,1169780,4,13,319300,4013319300,2420,1080,"W",1093175,1093175,1093175,1093175,93.45,93.45,100,100,2420,100,100,1080,100,100
"782",926,4,13,319404,4013319404,3333,1671,"P",2262555,2262555,4,13,319403,4013319403,4520,2041,"P",2666449,2657427,104443,104443,4.62,4.62,3.92,3.93,0,0,0,0,0,0
"783",927,4,13,319404,4013319404,3333,1671,"P",2262555,2262555,4,13,319404,4013319404,3333,1671,"W",2045938,2045938,2045938,2045938,90.43,90.43,100,100,3333,100,100,1671,100,100
"787",931,4,13,319702,4013319702,8358,3662,"P",5221131,5188035,4,13,319706,4013319706,4946,2227,"W",1372697,1339601,1372697,1339601,26.29,25.82,100,100,4946,59.18,100,2227,60.81,100
"790",934,4,13,319704,4013319704,1483,721,"P",7903615,7859586,4,13,319704,4013319704,1483,721,"P",7899156,7855127,7880982,7836953,99.71,99.71,99.77,99.77,1483,100,100,721,100,100
"797",941,4,13,319906,4013319906,3170,1422,"P",2522316,2498057,4,13,422213,4013422213,2455,960,"P",1307462,1282554,15281,15281,0.61,0.61,1.17,1.19,0,0,0,0,0,0
"800",944,4,13,319908,4013319908,2211,995,"P",2589950,2562168,4,13,320001,4013320001,7023,3490,"P",2948385,2948385,898,898,0.03,0.04,0.03,0.03,0,0,0,0,0,0
"807",951,4,13,420101,4013420101,11800,4768,"P",25710786,25570423,4,13,420108,4013420108,1406,552,"W",9793231,9793231,9793231,9793231,38.09,38.3,100,100,1406,11.92,100,552,11.58,100
"808",952,4,13,420101,4013420101,11800,4768,"P",25710786,25570423,4,13,420109,4013420109,3838,1442,"W",7641030,7589726,7641030,7589726,29.72,29.68,100,100,3838,32.53,100,1442,30.24,100
"810",954,4,13,420102,4013420102,5442,3598,"P",3882532,3844115,4,13,420116,4013420116,2865,2114,"W",2019835,2019835,2019835,2019835,52.02,52.54,100,100,2865,52.65,100,2114,58.75,100
"812",956,4,13,420103,4013420103,6655,3259,"P",3880746,3880746,4,13,420114,4013420114,3275,1293,"W",2597112,2597112,2597112,2597112,66.92,66.92,100,100,3275,49.21,100,1293,39.67,100
"816",960,4,13,420106,4013420106,12085,4480,"P",30303284,30292275,4,13,420111,4013420111,3948,1364,"W",2588115,2577106,2588115,2577106,8.54,8.51,100,100,3948,32.67,100,1364,30.45,100
"817",961,4,13,420106,4013420106,12085,4480,"P",30303284,30292275,4,13,420112,4013420112,3272,1213,"W",1927706,1927706,1927706,1927706,6.36,6.36,100,100,3272,27.07,100,1213,27.08,100
"820",964,4,13,420203,4013420203,5264,5523,"P",3889284,3881755,4,13,420214,4013420214,3511,2460,"W",2586006,2578477,2586006,2578477,66.49,66.43,100,100,3511,66.7,100,2460,44.54,100
"822",966,4,13,420204,4013420204,5649,2924,"P",5179802,5179802,4,13,420216,4013420216,3889,2263,"W",2584534,2584534,2584534,2584534,49.9,49.9,100,100,3889,68.84,100,2263,77.39,100
"827",971,4,13,420209,4013420209,3980,2170,"P",2594922,2594355,4,13,420209,4013420209,3980,2170,"W",2593352,2592785,2593352,2592785,99.94,99.94,100,100,3980,100,100,2170,100,100
"833",977,4,13,420302,4013420302,4939,1667,"P",2572980,2567881,4,13,420402,4013420402,1625,519,"P",9823425,9282770,81,0,0,0,0,0,0,0,0,0,0,0
"837",981,4,13,420400,4013420400,6279,2363,"P",12921613,12350384,4,13,420402,4013420402,1625,519,"P",9823425,9282770,9823344,9282770,76.02,75.16,100,100,1625,25.88,100,519,21.96,100
"840",984,4,13,420502,4013420502,6668,2724,"P",2685442,2657954,4,13,420504,4013420504,3238,1310,"W",1354276,1339301,1354276,1339301,50.43,50.39,100,100,3238,48.56,100,1310,48.09,100
"843",987,4,13,420603,4013420603,3682,1355,"P",2544343,2544343,4,13,420603,4013420603,3682,1355,"W",2544123,2544123,2544123,2544123,99.99,99.99,100,100,3682,100,100,1355,100,100
"846",990,4,13,420702,4013420702,5613,4434,"P",2596204,2593490,4,13,420710,4013420710,2987,1695,"W",1290464,1290464,1290464,1290464,49.71,49.76,100,100,2987,53.22,100,1695,38.23,100
"848",992,4,13,420703,4013420703,6030,5396,"P",2593229,2593229,4,13,420708,4013420708,3754,3258,"W",1296412,1296412,1296412,1296412,49.99,49.99,100,100,3754,62.26,100,3258,60.38,100
"856",1000,4,13,421000,4013421000,6202,3527,"P",2558445,2551203,4,13,421002,4013421002,2646,1627,"W",1280964,1273722,1280964,1273722,50.07,49.93,100,100,2646,42.66,100,1627,46.13,100
"860",1004,4,13,421201,4013421201,4806,2670,"P",5452485,4564348,4,13,941300,4013941300,6293,2609,"P",218380934,211256593,3499,37,0.06,0,0,0,0,0,0,0,0,0
"863",1007,4,13,421301,4013421301,7691,3418,"P",4139110,4139110,4,13,421304,4013421304,2918,1547,"W",2325569,2325569,2325569,2325569,56.19,56.19,100,100,2918,37.94,100,1547,45.26,100
"871",1015,4,13,421700,4013421700,8005,4056,"P",2572605,2572605,4,13,421702,4013421702,3404,1704,"W",1290728,1290728,1290728,1290728,50.17,50.17,100,100,3404,42.52,100,1704,42.01,100
"887",1031,4,13,422205,4013422205,1384,620,"P",1395825,1314190,4,13,422205,4013422205,1384,620,"W",1388178,1306543,1388178,1306543,99.45,99.42,100,100,1384,100,100,620,100,100
"891",1035,4,13,422211,4013422211,2679,1204,"P",2601074,2601074,4,13,422211,4013422211,2679,1204,"W",2544932,2544932,2544932,2544932,97.84,97.84,100,100,2679,100,100,1204,100,100
"893",1037,4,13,422212,4013422212,4142,1789,"P",2324709,2137225,4,13,422212,4013422212,4142,1789,"W",2261920,2074436,2261920,2074436,97.3,97.06,100,100,4142,100,100,1789,100,100
"895",1039,4,13,422213,4013422213,2455,960,"P",1295791,1270883,4,13,422213,4013422213,2455,960,"P",1307462,1282554,1292181,1267273,99.72,99.72,98.83,98.81,2455,100,100,960,100,100
"897",1041,4,13,422214,4013422214,6218,2930,"P",2879296,2842858,4,13,422222,4013422222,2143,867,"W",978159,978159,978159,978159,33.97,34.41,100,100,2143,34.46,100,867,29.59,100
"902",1046,4,13,422218,4013422218,3098,1195,"P",1382951,1382951,4,13,422218,4013422218,3095,1193,"W",1354931,1354931,1354931,1354931,97.97,97.97,100,100,3095,99.9,100,1193,99.83,100
"905",1049,4,13,422220,4013422220,1974,811,"P",1297931,1297931,4,13,422220,4013422220,1974,811,"W",1297905,1297905,1297905,1297905,100,100,100,100,1974,100,100,811,100,100
"922",1066,4,13,422506,4013422506,5157,1961,"P",2686054,2673961,4,13,422508,4013422508,3670,1359,"P",2525053,2525053,135236,135236,5.03,5.06,5.36,5.36,85,1.65,2.32,23,1.17,1.69
"931",1075,4,13,422514,4013422514,4352,1801,"P",2697869,2697869,4,13,422636,4013422636,2489,1273,"P",2714172,2714172,233131,233131,8.64,8.64,8.59,8.59,0,0,0,0,0,0
"933",1077,4,13,422601,4013422601,26521,9875,"P",31086665,31075090,4,13,422642,4013422642,5715,2179,"W",2574603,2574603,2574603,2574603,8.28,8.29,100,100,5715,21.55,100,2179,22.07,100
"934",1078,4,13,422601,4013422601,26521,9875,"P",31086665,31075090,4,13,422643,4013422643,5789,1904,"W",5154767,5153278,5154767,5153278,16.58,16.58,100,100,5789,21.83,100,1904,19.28,100
"935",1079,4,13,422601,4013422601,26521,9875,"P",31086665,31075090,4,13,422644,4013422644,7287,3371,"P",7788410,7784176,7784650,7780416,25.04,25.04,99.95,99.95,7287,27.48,100,3371,34.14,100
"936",1080,4,13,422601,4013422601,26521,9875,"P",31086665,31075090,4,13,422646,4013422646,7730,2421,"W",5609684,5609684,5609684,5609684,18.05,18.05,100,100,7730,29.15,100,2421,24.52,100
"937",1081,4,13,422601,4013422601,26521,9875,"P",31086665,31075090,4,13,980600,4013980600,0,0,"W",9918230,9912378,9918230,9912378,31.91,31.9,100,100,0,0,0,0,0,0
"939",1083,4,13,422602,4013422602,7563,2369,"P",5112155,5110826,4,13,422621,4013422621,4302,1351,"W",2550382,2550382,2550382,2550382,49.89,49.9,100,100,4302,56.88,100,1351,57.03,100
"940",1084,4,13,422602,4013422602,7563,2369,"P",5112155,5110826,4,13,422622,4013422622,4237,1487,"P",2541399,2541399,3601,3601,0.07,0.07,0.14,0.14,0,0,0,0,0,0
"942",1086,4,13,422603,4013422603,6495,5478,"P",3842151,3842151,4,13,422625,4013422625,3724,2416,"W",2375451,2375451,2375451,2375451,61.83,61.83,100,100,3724,57.34,100,2416,44.1,100
"944",1088,4,13,422604,4013422604,5948,4249,"P",3919645,3919645,4,13,422627,4013422627,3438,1971,"W",2085828,2085828,2085828,2085828,53.21,53.21,100,100,3438,57.8,100,1971,46.39,100
"946",1090,4,13,422605,4013422605,7242,3560,"P",3903183,3868539,4,13,422629,4013422629,3626,1663,"W",1948831,1948509,1948831,1948509,49.93,50.37,100,100,3626,50.07,100,1663,46.71,100
"950",1094,4,13,422608,4013422608,13568,7313,"P",12773444,12716134,4,13,422637,4013422637,3325,1172,"W",1408370,1408370,1408370,1408370,11.03,11.08,100,100,3325,24.51,100,1172,16.03,100
"951",1095,4,13,422608,4013422608,13568,7313,"P",12773444,12716134,4,13,422638,4013422638,4096,1729,"W",2684942,2684942,2684942,2684942,21.02,21.11,100,100,4096,30.19,100,1729,23.64,100
"952",1096,4,13,422608,4013422608,13568,7313,"P",12773444,12716134,4,13,422639,4013422639,3658,3139,"W",6199091,6141781,6199091,6141781,48.53,48.3,100,100,3658,26.96,100,3139,42.92,100
"956",1100,4,13,422611,4013422611,12030,7675,"P",10151847,10147047,4,13,422633,4013422633,2753,1519,"W",2610115,2610115,2610115,2610115,25.71,25.72,100,100,2753,22.88,100,1519,19.79,100
"957",1101,4,13,422611,4013422611,12030,7675,"P",10151847,10147047,4,13,422634,4013422634,4191,2332,"W",2549474,2547813,2549474,2547813,25.11,25.11,100,100,4191,34.84,100,2332,30.38,100
"958",1102,4,13,422611,4013422611,12030,7675,"P",10151847,10147047,4,13,422635,4013422635,1111,1832,"W",2403174,2400035,2403174,2400035,23.67,23.65,100,100,1111,9.24,100,1832,23.87,100
"960",1104,4,13,422612,4013422612,9049,3045,"P",7631619,7631619,4,13,422623,4013422623,4812,1558,"W",5093821,5093821,5093821,5093821,66.75,66.75,100,100,4812,53.18,100,1558,51.17,100
"962",1106,4,13,422614,4013422614,7719,4379,"P",5159133,5154034,4,13,422631,4013422631,3883,1958,"W",3124803,3119704,3124803,3119704,60.57,60.53,100,100,3883,50.3,100,1958,44.71,100
"964",1108,4,13,422615,4013422615,6732,2618,"P",5178132,5150703,4,13,422630,4013422630,3870,2437,"P",2043689,2043689,9359,9359,0.18,0.18,0.46,0.46,34,0.51,0.88,16,0.61,0.66
"966",1110,4,13,422616,4013422616,4513,2575,"P",5280730,5217706,4,13,422644,4013422644,7287,3371,"P",7788410,7784176,3760,3760,0.07,0.07,0.05,0.05,0,0,0,0,0,0
"970",1114,4,13,422619,4013422619,11279,4751,"P",18051579,18014276,4,13,422641,4013422641,6346,2071,"W",7721487,7715123,7721487,7715123,42.77,42.83,100,100,6346,56.26,100,2071,43.59,100
"971",1115,4,13,422619,4013422619,11279,4751,"P",18051579,18014276,4,13,817600,4013817600,998,308,"P",45116894,45030861,7720412,7691788,42.77,42.7,17.11,17.08,286,2.54,28.66,76,1.6,24.68
"974",1118,4,13,522708,4013522708,13235,9576,"P",13049337,12993169,4,13,817300,4013817300,5248,3612,"P",5176792,5169172,5164614,5156994,39.58,39.69,99.76,99.76,5248,39.65,100,3612,37.72,100
"975",1119,4,13,522708,4013522708,13235,9576,"P",13049337,12993169,4,13,817400,4013817400,2755,2159,"W",2664819,2616271,2664819,2616271,20.42,20.14,100,100,2755,20.82,100,2159,22.55,100
"976",1120,4,13,522708,4013522708,13235,9576,"P",13049337,12993169,4,13,817500,4013817500,2704,2061,"W",2630981,2630981,2630981,2630981,20.16,20.25,100,100,2704,20.43,100,2061,21.52,100
"981",1125,4,13,522713,4013522713,5557,2519,"P",2621236,2621236,4,13,810200,4013810200,3412,1436,"P",1307756,1307756,28607,28607,1.09,1.09,2.19,2.19,0,0,0,0,0,0
"982",1126,4,13,522713,4013522713,5557,2519,"P",2621236,2621236,4,13,810300,4013810300,5557,2519,"W",2564186,2564186,2564186,2564186,97.82,97.82,100,100,5557,100,100,2519,100,100
"984",1128,4,13,522714,4013522714,4235,1722,"P",2794480,2794480,4,13,810800,4013810800,4235,1722,"W",2713478,2713478,2713478,2713478,97.1,97.1,100,100,4235,100,100,1722,100,100
"986",1130,4,13,522715,4013522715,2429,1356,"P",2771678,2771678,4,13,811200,4013811200,2429,1356,"W",2710997,2710997,2710997,2710997,97.81,97.81,100,100,2429,100,100,1356,100,100
"988",1132,4,13,522716,4013522716,2963,1191,"P",4903843,4903843,4,13,813000,4013813000,2699,1453,"P",5871307,5871307,688537,688537,14.04,14.04,11.73,11.73,0,0,0,0,0,0
"989",1133,4,13,522716,4013522716,2963,1191,"P",4903843,4903843,4,13,980500,4013980500,0,0,"P",3485678,3485678,2307859,2307859,47.06,47.06,66.21,66.21,0,0,0,0,0,0
"991",1135,4,13,522717,4013522717,10171,4349,"P",7962667,7760522,4,13,812700,4013812700,5771,2288,"W",2895724,2869820,2895724,2869820,36.37,36.98,100,100,5771,56.74,100,2288,52.61,100
"992",1136,4,13,522717,4013522717,10171,4349,"P",7962667,7760522,4,13,813000,4013813000,2699,1453,"P",5871307,5871307,28061,28061,0.35,0.36,0.48,0.48,0,0,0,0,0,0
"993",1137,4,13,522717,4013522717,10171,4349,"P",7962667,7760522,4,13,980500,4013980500,0,0,"P",3485678,3485678,1177819,1177819,14.79,15.18,33.79,33.79,0,0,0,0,0,0
"998",1142,4,13,522721,4013522721,4676,1975,"P",9236586,9236586,4,13,980400,4013980400,15,6,"W",3915500,3915500,3915500,3915500,42.39,42.39,100,100,15,0.32,100,6,0.3,100
"1007",1151,4,13,522730,4013522730,7572,3096,"P",5457154,5457154,4,13,811900,4013811900,5544,2295,"W",2734110,2734110,2734110,2734110,50.1,50.1,100,100,5544,73.22,100,2295,74.13,100
"1010",1154,4,13,522732,4013522732,8128,3093,"P",5222767,5222767,4,13,812300,4013812300,4511,1638,"W",2568414,2568414,2568414,2568414,49.18,49.18,100,100,4511,55.5,100,1638,52.96,100
"1012",1156,4,13,522735,4013522735,2699,1453,"P",5167646,5167646,4,13,813000,4013813000,2699,1453,"P",5871307,5871307,5154709,5154709,99.75,99.75,87.79,87.79,2699,100,100,1453,100,100
"1013",1157,4,13,522735,4013522735,2699,1453,"P",5167646,5167646,4,13,817300,4013817300,5248,3612,"P",5176792,5169172,12178,12178,0.24,0.24,0.24,0.24,0,0,0,0,0,0
"1015",1159,4,13,522736,4013522736,47871,16347,"P",59430542,59290087,4,13,812400,4013812400,6098,2302,"W",16399034,16369011,16399034,16369011,27.59,27.61,100,100,6098,12.74,100,2302,14.08,100
"1016",1160,4,13,522736,4013522736,47871,16347,"P",59430542,59290087,4,13,812500,4013812500,2070,708,"W",1208798,1208798,1208798,1208798,2.03,2.04,100,100,2070,4.32,100,708,4.33,100
"1017",1161,4,13,522736,4013522736,47871,16347,"P",59430542,59290087,4,13,812800,4013812800,4390,1462,"W",5112420,5090161,5112420,5090161,8.6,8.59,100,100,4390,9.17,100,1462,8.94,100
"1018",1162,4,13,522736,4013522736,47871,16347,"P",59430542,59290087,4,13,813100,4013813100,2446,766,"W",2598405,2598405,2598405,2598405,4.37,4.38,100,100,2446,5.11,100,766,4.69,100
"1019",1163,4,13,522736,4013522736,47871,16347,"P",59430542,59290087,4,13,813200,4013813200,4212,1180,"W",2584720,2584720,2584720,2584720,4.35,4.36,100,100,4212,8.8,100,1180,7.22,100
"1020",1164,4,13,522736,4013522736,47871,16347,"P",59430542,59290087,4,13,813300,4013813300,4816,1562,"W",5144537,5108332,5144537,5108332,8.66,8.62,100,100,4816,10.06,100,1562,9.56,100
"1021",1165,4,13,522736,4013522736,47871,16347,"P",59430542,59290087,4,13,813400,4013813400,3792,1263,"W",5201083,5200061,5201083,5200061,8.75,8.77,100,100,3792,7.92,100,1263,7.73,100
"1022",1166,4,13,522736,4013522736,47871,16347,"P",59430542,59290087,4,13,813500,4013813500,2902,903,"W",5230783,5179837,5230783,5179837,8.8,8.74,100,100,2902,6.06,100,903,5.52,100
"1023",1167,4,13,522736,4013522736,47871,16347,"P",59430542,59290087,4,13,813600,4013813600,3138,1017,"W",5109108,5109108,5109108,5109108,8.6,8.62,100,100,3138,6.56,100,1017,6.22,100
"1024",1168,4,13,522736,4013522736,47871,16347,"P",59430542,59290087,4,13,814000,4013814000,1531,967,"W",2482995,2482995,2482995,2482995,4.18,4.19,100,100,1531,3.2,100,967,5.92,100
"1025",1169,4,13,522736,4013522736,47871,16347,"P",59430542,59290087,4,13,814100,4013814100,5874,1821,"W",2568184,2568184,2568184,2568184,4.32,4.33,100,100,5874,12.27,100,1821,11.14,100
"1026",1170,4,13,522736,4013522736,47871,16347,"P",59430542,59290087,4,13,815900,4013815900,5981,1861,"P",11790095,11790095,1326564,1326564,2.23,2.24,11.25,11.25,472,0.99,7.89,157,0.96,8.44
"1033",1177,4,13,522742,4013522742,3015,1063,"P",3822273,3822273,4,13,814900,4013814900,3015,1063,"W",3822220,3822220,3822220,3822220,100,100,100,100,3015,100,100,1063,100,100
"1035",1179,4,13,522743,4013522743,8723,2880,"P",7773079,7773079,4,13,815000,4013815000,4262,1297,"W",2461753,2461753,2461753,2461753,31.67,31.67,100,100,4262,48.86,100,1297,45.03,100
"1037",1181,4,13,522744,4013522744,20756,7730,"P",15619925,15615835,4,13,814700,4013814700,4148,1449,"W",2542723,2542723,2542723,2542723,16.28,16.28,100,100,4148,19.98,100,1449,18.75,100
"1038",1182,4,13,522744,4013522744,20756,7730,"P",15619925,15615835,4,13,814800,4013814800,5465,2120,"W",5098150,5098150,5098150,5098150,32.64,32.65,100,100,5465,26.33,100,2120,27.43,100
"1039",1183,4,13,522744,4013522744,20756,7730,"P",15619925,15615835,4,13,815100,4013815100,4423,1569,"W",2563032,2558942,2563032,2558942,16.41,16.39,100,100,4423,21.31,100,1569,20.3,100
"1040",1184,4,13,522744,4013522744,20756,7730,"P",15619925,15615835,4,13,815200,4013815200,6720,2592,"P",5400666,5400666,5399593,5399593,34.57,34.58,99.98,99.98,6720,32.38,100,2592,33.53,100
"1042",1186,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,815300,4013815300,3926,1115,"W",4858054,4841741,4858054,4841741,5.82,5.81,100,100,3926,5.98,100,1115,4.77,100
"1043",1187,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,815400,4013815400,6288,2282,"W",10654851,10646556,10654851,10646556,12.77,12.77,100,100,6288,9.58,100,2282,9.77,100
"1044",1188,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,815500,4013815500,5607,2580,"W",5177411,5174672,5177411,5174672,6.2,6.21,100,100,5607,8.54,100,2580,11.05,100
"1045",1189,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,815600,4013815600,5183,1665,"W",5242303,5234409,5242303,5234409,6.28,6.28,100,100,5183,7.89,100,1665,7.13,100
"1046",1190,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,815700,4013815700,5525,1800,"W",2116278,2116278,2116278,2116278,2.54,2.54,100,100,5525,8.41,100,1800,7.71,100
"1047",1191,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,815800,4013815800,4083,1629,"W",2835040,2826060,2835040,2826060,3.4,3.39,100,100,4083,6.22,100,1629,6.98,100
"1048",1192,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,815900,4013815900,5981,1861,"P",11790095,11790095,10463531,10463531,12.54,12.55,88.75,88.75,5509,8.39,92.11,1704,7.3,91.56
"1049",1193,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,816000,4013816000,8186,2563,"P",23971901,23971901,23971359,23971359,28.73,28.75,100,100,8186,12.47,100,2563,10.98,100
"1050",1194,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,816100,4013816100,7264,2119,"W",2860364,2860364,2860364,2860364,3.43,3.43,100,100,7264,11.06,100,2119,9.07,100
"1051",1195,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,816200,4013816200,3982,1283,"W",1815134,1815134,1815134,1815134,2.18,2.18,100,100,3982,6.06,100,1283,5.49,100
"1052",1196,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,816300,4013816300,3292,2288,"W",5572720,5562815,5572720,5562815,6.68,6.67,100,100,3292,5.01,100,2288,9.8,100
"1053",1197,4,13,522745,4013522745,65668,23351,"P",83444845,83390719,4,13,816400,4013816400,6823,2323,"W",7765818,7765818,7765818,7765818,9.31,9.31,100,100,6823,10.39,100,2323,9.95,100
